age_group,arrest_boro,arrest_date,arrest_key,arrest_precinct,jurisdiction_code,ky_cd,latitude,law_cat_cd,law_code,longitude,ofns_desc,pd_cd,pd_desc,perp_race,perp_sex,x_coord_cd,y_coord_cd,year,month,PDCODE_VALUE.y,CATEGORY.y,LIT_LONG.y,LIT_SHORT.y,MP_Mis,MP_Fel,MS_Mis,MS_Fel,CSP_Mis,CSP_Fel,CSS_Fel,CSIS_Fel,School
45-64,S,5/9/14,136674461,120,0,235,40.61497546,M,PL 22003,-74.07311919,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,963950,163334,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/9/14,136671548,120,0,117,40.64502275,F,PL 2203901,-74.07721685,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",HISPANIC,M,962822,174282,2014,5,515,F,CSCS-3RD:NARCOTIC DRUG        ,CSCS-3         ,0,0,0,0,0,0,1,0,0
<18,S,5/9/14,136674457,120,0,235,40.62314011,M,PL 2211001,-74.08284714,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961252,166311,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/9/14,136674456,121,0,235,40.58982677,M,PL 22140,-74.16427807,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,938624,154206,2014,5,569,M,CRIM SALE MARIHUANA-4TH       ,SALE MARIJNA 4 ,0,0,1,0,0,0,0,0,0
45-64,S,5/9/14,136671561,122,0,235,40.56533412,M,PL 22003,-74.12571013,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,949323,145265,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,5/9/14,136674455,121,0,235,40.58982677,M,PL 2211001,-74.16427807,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,938624,154206,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/9/14,136674462,121,0,235,40.63426148,M,PL 2211001,-74.13309983,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,947308,170380,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/9/14,136674463,121,0,235,40.63535418,M,PL 2211001,-74.13521695,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,946721,170779,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/8/14,136655973,121,0,235,40.63396081,M,PL 2211001,-74.14346113,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,944432,170275,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/8/14,136652526,123,0,117,40.54175371,F,PL 2201601,-74.20699314,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,926719,136717,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,5/8/14,136652525,123,0,235,40.54175371,M,PL 22003,-74.20699314,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,926719,136717,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/8/14,136655968,122,0,117,40.59319502,F,PL 2201601,-74.06945505,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,964961,155398,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
65+,S,5/8/14,136652515,121,0,117,40.63807818,F,PL 2201601,-74.13184275,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,F,947659,171770,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,5/8/14,136638445,123,0,235,40.51203825,M,PL 2211001,-74.24975495,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,914803,125922,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,5/8/14,136652514,121,0,117,40.63388517,F,PL 2201601,-74.13333687,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,947242,170243,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,5/8/14,136652507,123,0,235,40.55589371,M,PL 22003,-74.20155255,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,928243,141865,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/8/14,136646738,120,2,235,40.6235958,M,PL 2211001,-74.08277206,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961273,166477,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/8/14,136652523,120,0,235,40.62384889,M,PL 22003,-74.08197986,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,961493,166569,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/7/14,136635476,121,0,235,40.62318838,M,PL 22003,-74.1492377,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,942822,166353,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,5/7/14,136631901,120,0,235,40.64402415,M,PL 22003,-74.07646257,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,963031,173918,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/7/14,136635492,122,0,235,40.56518339,M,PL 22003,-74.11500949,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,952296,145206,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,5/7/14,136635474,121,0,235,40.62318838,M,PL 2211001,-74.1492377,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,942822,166353,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/7/14,136638440,123,0,235,40.55225778,M,PL 2211001,-74.19784594,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,929270,140538,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/7/14,136635473,123,0,117,40.55240659,F,PL 2201601,-74.19101643,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,F,931168,140588,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,5/7/14,136635488,122,0,235,40.59285867,M,PL 2211001,-74.0673411,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,F,965548,155275,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/7/14,136635471,123,0,117,40.55240659,F,PL 2201601,-74.19101643,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,931168,140588,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,5/7/14,136635489,122,0,235,40.59285867,M,PL 22140,-74.0673411,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,965548,155275,2014,5,569,M,CRIM SALE MARIHUANA-4TH       ,SALE MARIJNA 4 ,0,0,1,0,0,0,0,0,0
18-24,S,5/7/14,136635479,121,0,117,40.62318838,F,PL 2203901,-74.1492377,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,M,942822,166353,2014,5,515,F,CSCS-3RD:NARCOTIC DRUG        ,CSCS-3         ,0,0,0,0,0,0,1,0,0
18-24,S,5/7/14,136635478,121,0,235,40.62318838,M,PL 22140,-74.1492377,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,942822,166353,2014,5,569,M,CRIM SALE MARIHUANA-4TH       ,SALE MARIJNA 4 ,0,0,1,0,0,0,0,0,0
25-44,S,5/7/14,136631894,122,0,235,40.59263032,M,PL 22140,-74.06823384,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,965300,155192,2014,5,569,M,CRIM SALE MARIHUANA-4TH       ,SALE MARIJNA 4 ,0,0,1,0,0,0,0,0,0
25-44,S,5/7/14,136635490,122,0,235,40.56518339,M,PL 22003,-74.11500949,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,952296,145206,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/7/14,136635491,122,0,235,40.56518339,M,PL 22003,-74.11500949,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,952296,145206,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/7/14,136635475,123,0,117,40.55240659,F,PL 2201601,-74.19101643,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,931168,140588,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,5/7/14,136638439,123,0,235,40.55225778,M,PL 2211001,-74.19784594,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,929270,140538,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/7/14,136635493,120,0,235,40.64193558,M,PL 22003,-74.07614669,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,963118,173157,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,5/7/14,136631893,122,0,235,40.59263032,M,PL 2211001,-74.06823384,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,965300,155192,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/6/14,136614903,120,0,235,40.62612152,M,PL 2205001,-74.07397798,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",BLACK,M,963715,167395,2014,5,508,M,CRIM USE DRUG PAR-2ND:DILUENTS,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
25-44,S,5/6/14,136610877,122,0,117,40.55389641,F,PL 2200904,-74.15899339,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",WHITE,M,940068,141113,2014,5,505,F,CPCS-4TH:STIMULANTS           ,CPCS-4         ,0,0,0,0,0,1,0,0,0
<18,S,5/6/14,136614895,120,0,235,40.61549122,M,PL 2211001,-74.08165623,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961580,163524,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/6/14,136610875,122,0,235,40.59151225,M,PL 2211001,-74.07417728,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,F,963649,154786,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/6/14,136614901,120,0,235,40.62612152,M,PL 2211001,-74.07397798,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,F,963715,167395,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/6/14,136614900,122,0,235,40.55720862,M,PL 2211001,-74.15352037,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,941591,142317,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/6/14,136610876,122,0,235,40.59151225,M,PL 2211001,-74.07417728,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,963649,154786,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
<18,S,5/6/14,136610880,121,0,235,40.63500305,M,PL 2211001,-74.13735999,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,946126,170652,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/6/14,136614884,121,0,117,40.59370525,F,PL 2201601,-74.16614198,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,938109,155620,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,5/6/14,136614887,121,0,235,40.63628685,M,PL 22003,-74.14026666,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,945320,171121,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,5/6/14,136614909,123,0,235,40.53918886,M,PL 2211001,-74.22372209,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,922067,135794,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
<18,S,5/6/14,136614902,122,0,235,40.55720862,M,PL 22140,-74.15352037,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",HISPANIC,M,941591,142317,2014,5,569,M,CRIM SALE MARIHUANA-4TH       ,SALE MARIJNA 4 ,0,0,1,0,0,0,0,0,0
25-44,S,5/6/14,136610884,120,0,117,40.61549122,F,PL 22120,-74.08165623,DANGEROUS DRUGS,568,"MARIJUANA, POSSESSION 1, 2 & 3",BLACK,M,961580,163524,2014,5,568,F,CRIM POSS MARIHUANA-3RD: >8 OZ,POS MARIHUANA-3,0,1,0,0,0,0,0,0,0
<18,S,5/6/14,136610882,121,0,235,40.63500305,M,PL 2211001,-74.13735999,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,946126,170652,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
<18,S,5/6/14,136614910,120,0,235,40.61549122,M,PL 2211001,-74.08165623,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961580,163524,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/6/14,136614904,121,0,117,40.59152497,F,PL 2203901,-74.16486195,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",HISPANIC,M,938463,154825,2014,5,515,F,CSCS-3RD:NARCOTIC DRUG        ,CSCS-3         ,0,0,0,0,0,0,1,0,0
18-24,S,5/6/14,136614907,123,0,235,40.53918886,M,PL 2211001,-74.22372209,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,922067,135794,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/6/14,136614899,120,0,235,40.62612152,M,PL 2211001,-74.07397798,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,963715,167395,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,5/6/14,136614886,121,0,235,40.63628685,M,PL 22003,-74.14026666,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,945320,171121,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/6/14,136614885,121,0,117,40.59370525,F,PL 2201601,-74.16614198,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,938109,155620,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,5/6/14,136610887,121,0,117,40.62528872,F,PL 2201601,-74.13547754,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,946643,167112,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,5/6/14,136610879,122,0,235,40.55389641,M,PL 22003,-74.15899339,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,940068,141113,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
<18,S,5/5/14,136592654,121,0,235,40.59136533,M,PL 2211001,-74.15933464,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,939998,154764,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/5/14,136592646,120,0,117,40.64502275,F,PL 2201601,-74.07721685,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,962822,174282,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,5/4/14,136575988,120,13,117,40.64472094,F,PL 2201601,-74.07703272,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,962873,174172,2014,5,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
<18,S,5/3/14,136561610,120,0,235,40.63095891,M,PL 2211001,-74.07653767,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,963006,169158,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/3/14,136567561,121,0,235,40.60317136,M,PL 22003,-74.16280559,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,939042,159067,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,5/3/14,136567560,123,0,235,40.53068593,M,PL 22003,-74.20274639,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,927890,132682,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,5/3/14,136567556,123,0,117,40.54201842,F,PL 2200602,-74.17126286,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE,F,936650,136792,2014,5,507,F,CRIM POSS CONTRL SUB-5TH:NARC ,CPCS-5         ,0,0,0,0,0,1,0,0,0
45-64,S,5/3/14,136567555,120,0,117,40.63730028,F,PL 2203901,-74.11499687,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,F,952334,171480,2014,5,515,F,CSCS-3RD:NARCOTIC DRUG        ,CSCS-3         ,0,0,0,0,0,0,1,0,0
25-44,S,5/3/14,136567562,123,0,235,40.5496781,M,PL 22003,-74.23409528,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",ASIAN/PAC.ISL,M,919194,139623,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,5/3/14,136567559,123,0,235,40.53068593,M,PL 22003,-74.20274639,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,927890,132682,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,5/3/14,136567557,123,0,117,40.54201842,F,PL 2203405,-74.17126286,DANGEROUS DRUGS,520,"CONTROLLED SUBSTANCE, SALE 4",WHITE,F,936650,136792,2014,5,520,F,CSCS-4TH:METHADONE            ,CSCS-4         ,0,0,0,0,0,0,1,0,0
25-44,S,5/3/14,136567566,121,0,235,40.62208378,M,PL 2211001,-74.15833811,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,940295,165955,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,5/3/14,136567564,121,0,235,40.63574753,M,PL 22003,-74.13212638,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,947579,170921,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/3/14,136565102,121,0,235,40.63544536,M,PL 22003,-74.13234196,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,947519,170811,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/2/14,136557080,121,0,235,40.62318838,M,PL 2211001,-74.1492377,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,942822,166353,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/2/14,136557070,121,0,235,40.63888692,M,PL 2211001,-74.13269109,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,947424,172065,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/2/14,136543335,121,0,235,40.62171253,M,PL 2211001,-74.14858239,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,943003,165815,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/2/14,136543334,121,0,235,40.62171253,M,PL 2211001,-74.14858239,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,943003,165815,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/2/14,136559566,123,0,235,40.54658536,M,PL 22003,-74.21987161,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,923144,138486,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/2/14,136557083,123,0,235,40.51203825,M,PL 22003,-74.24975495,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,914803,125922,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,5/2/14,136557069,120,0,235,40.62314011,M,PL 2211001,-74.08284714,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961252,166311,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,5/2/14,136557063,122,0,117,40.57428569,F,PL 2200601,-74.10591441,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",HISPANIC,M,954827,148519,2014,5,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
18-24,S,5/2/14,136557078,123,0,235,40.55757483,M,PL 2211001,-74.20699897,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,926731,142481,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/2/14,136557073,121,0,235,40.58836169,M,PL 2211001,-74.16382801,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,938748,153672,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,5/2/14,136557079,120,0,235,40.64465411,M,PL 22003,-74.08237297,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961391,174149,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,5/2/14,136557074,123,0,235,40.56505455,M,PL 2211001,-74.18438693,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,933020,145192,2014,5,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,5/1/14,136537983,121,0,235,40.63917835,M,PL 22003,-74.13924583,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,945605,172174,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,5/1/14,136540969,121,0,235,40.59129688,M,PL 22003,-74.16118518,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,939484,154740,2014,5,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,5/1/14,136540936,120,0,117,40.62423677,F,PL 2200601,-74.08075553,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,961833,166710,2014,5,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
