"","age_group","arrest_boro","arrest_date","arrest_key","arrest_precinct","jurisdiction_code","ky_cd","latitude","law_cat_cd","law_code","longitude","ofns_desc","pd_cd","pd_desc","perp_race","perp_sex","x_coord_cd","y_coord_cd","year","month"
"9393","25-44","S",2014-02-28,95137573,123,0,235,40.531926278,"M","PL 2200300",-74.19174573,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",930949,133127,2014,2
"9394","18-24","S",2014-02-28,95137588,121,0,117,40.638085889,"F","PL 2201605",-74.162299866,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",939206,171787,2014,2
"9395","18-24","S",2014-02-28,95140362,121,0,235,40.62873204,"M","PL 2200300",-74.156059018,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",940932,168376,2014,2
"9396","25-44","S",2014-02-28,95122668,120,0,235,40.623140111,"M","PL 2211001",-74.082847142,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961252,166311,2014,2
"9397","45-64","S",2014-02-28,95137581,122,0,117,40.594032466,"F","PL 2201601",-74.068984221,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",965092,155703,2014,2
"9398","45-64","S",2014-02-28,95140374,120,0,235,40.625865938,"M","PL 2200300",-74.078585227,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",962436,167303,2014,2
"9399","18-24","S",2014-02-28,95137583,122,0,117,40.594032466,"F","PL 2201601",-74.068984221,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",965092,155703,2014,2
"9400","<18","S",2014-02-28,95140357,121,0,235,40.633351658,"M","PL 2213500",-74.136542342,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","HISPANIC","M",946352,170050,2014,2
"9401","<18","S",2014-02-28,95140359,121,0,235,40.633351658,"M","PL 2211001",-74.136542342,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",946352,170050,2014,2
"9402","25-44","S",2014-02-28,95140365,120,0,235,40.641516276,"M","PL 2200300",-74.083129396,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",961180,173006,2014,2
"9403","45-64","S",2014-02-28,95137582,122,0,117,40.594032466,"F","PL 2201601",-74.068984221,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",965092,155703,2014,2
"9404","45-64","S",2014-02-28,95140371,121,0,235,40.639177015,"M","PL 2200300",-74.131041413,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",947882,172170,2014,2
"9405","25-44","S",2014-02-28,95140358,123,0,235,40.565054547,"M","PL 2200300",-74.184386926,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",933020,145192,2014,2
"9406","18-24","S",2014-02-28,95140363,121,0,235,40.62873204,"M","PL 2200300",-74.156059018,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",940932,168376,2014,2
"9407","25-44","S",2014-02-28,95140370,121,0,117,40.639177015,"F","PL 2200601",-74.131041413,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","M",947882,172170,2014,2
"9408","45-64","S",2014-02-28,95137584,122,0,117,40.594032466,"F","PL 2201601",-74.068984221,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",965092,155703,2014,2
"9409","45-64","S",2014-02-27,95122649,123,0,235,40.551966255,"M","PL 2200300",-74.212012259,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",925333,140441,2014,2
"9410","25-44","S",2014-02-27,95122666,121,0,117,40.632207642,"F","PL 2200601",-74.136068035,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","M",946483,169633,2014,2
"9411","18-24","S",2014-02-27,95122661,120,0,235,40.642708972,"M","PL 2211001",-74.092027573,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",958711,173443,2014,2
"9412","18-24","S",2014-02-27,95122662,121,0,117,40.608180004,"F","PL 2200906",-74.159327955,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","BLACK","M",940011,160890,2014,2
"9413","18-24","S",2014-02-27,95122667,121,0,117,40.632207642,"F","PL 2200601",-74.136068035,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","HISPANIC","M",946483,169633,2014,2
"9414","18-24","S",2014-02-27,95122652,123,0,117,40.551140647,"F","PL 2200601",-74.211696577,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",925420,140140,2014,2
"9415","25-44","S",2014-02-27,95122663,121,0,117,40.608180004,"F","PL 2200906",-74.159327955,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","BLACK","M",940011,160890,2014,2
"9416","45-64","S",2014-02-27,95122651,123,0,235,40.551966255,"M","PL 2200300",-74.212012259,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",925333,140441,2014,2
"9417","45-64","S",2014-02-27,95122653,120,0,235,40.637285373,"M","PL 2211001",-74.080944271,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","F",961785,171464,2014,2
"9418","18-24","S",2014-02-27,95122665,120,0,235,40.615214578,"M","PL 2211001",-74.084649048,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",960749,163424,2014,2
"9419","45-64","S",2014-02-27,95122655,120,0,235,40.623848889,"M","PL 2200300",-74.081979859,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",961493,166569,2014,2
"9420","25-44","S",2014-02-27,95122654,120,0,235,40.637285373,"M","PL 2214000",-74.080944271,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","HISPANIC","M",961785,171464,2014,2
"9421","18-24","S",2014-02-27,95122647,121,0,235,40.582205566,"M","PL 2211001",-74.157599143,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",940474,151426,2014,2
"9422","25-44","S",2014-02-27,95122650,120,0,235,40.613670155,"M","PL 2211001",-74.071179996,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",964488,162858,2014,2
"9423","45-64","S",2014-02-26,95104941,120,0,117,40.639599873,"F","PL 2203901",-74.075978281,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",963164,172306,2014,2
"9424","18-24","S",2014-02-26,95104940,120,0,235,40.615423403,"M","PL 2214000",-74.084350357,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",960832,163500,2014,2
"9425","25-44","S",2014-02-26,95096008,120,0,235,40.634491901,"M","PL 2200300",-74.118151787,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",951457,170458,2014,2
"9426","45-64","S",2014-02-26,95104948,121,0,235,40.634647488,"M","PL 2200300",-74.140854092,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",945156,170524,2014,2
"9427","18-24","S",2014-02-26,95096010,120,0,235,40.634491901,"M","PL 2200300",-74.118151787,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",951457,170458,2014,2
"9428","18-24","S",2014-02-26,95104947,121,0,235,40.602001181,"M","PL 2211001",-74.131328562,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","F",947782,158626,2014,2
"9429","<18","S",2014-02-26,95096011,120,0,235,40.634491901,"M","PL 2200300",-74.118151787,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",951457,170458,2014,2
"9430","18-24","S",2014-02-26,95104943,120,0,117,40.637952028,"F","PL 2203901",-74.07743566,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","HISPANIC","M",962759,171706,2014,2
"9431","25-44","S",2014-02-26,95096012,120,0,117,40.634491901,"F","PL 2201601",-74.118151787,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",951457,170458,2014,2
"9432","45-64","S",2014-02-26,95104942,120,0,117,40.634575218,"F","PL 2201601",-74.117200763,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",951721,170488,2014,2
"9433","18-24","S",2014-02-26,95096009,120,0,235,40.634491901,"M","PL 2200300",-74.118151787,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",951457,170458,2014,2
"9434","45-64","S",2014-02-26,95104938,120,0,235,40.615423403,"M","PL 2211001",-74.084350357,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960832,163500,2014,2
"9435","25-44","S",2014-02-25,95081750,121,0,235,40.640338606,"M","PL 2205002",-74.170412623,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","BLACK","M",936956,172612,2014,2
"9436","25-44","S",2014-02-25,95085789,123,0,235,40.549895966,"M","PL 2200300",-74.182020555,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",933666,139668,2014,2
"9437","25-44","S",2014-02-25,95085791,122,0,117,40.586855984,"F","PL 2203901",-74.100825453,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",956246,153097,2014,2
"9438","25-44","S",2014-02-25,95085788,123,0,117,40.5124601,"F","PL 2200601",-74.250148531,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",914694,126076,2014,2
"9439","25-44","S",2014-02-25,95081747,121,0,235,40.640338606,"M","PL 2205002",-74.170412623,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","BLACK","F",936956,172612,2014,2
"9440","25-44","S",2014-02-25,95081757,123,0,117,40.511586338,"F","PL 2201612",-74.249303727,"DANGEROUS DRUGS",502,"CONTROLLED SUBSTANCE,POSSESS 3","WHITE","M",914928,125757,2014,2
"9441","25-44","S",2014-02-25,95085785,123,0,235,40.542315798,"M","PL 2205002",-74.197992802,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","WHITE","M",929221,136916,2014,2
"9442","18-24","S",2014-02-25,95081768,120,0,235,40.636962828,"M","PL 2211001",-74.11755085,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",951625,171358,2014,2
"9443","45-64","S",2014-02-25,95085783,121,0,235,40.636286847,"M","PL 2200300",-74.140266658,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",945320,171121,2014,2
"9444","45-64","S",2014-02-25,95085792,122,0,235,40.587910796,"M","PL 2200300",-74.103008888,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",955640,153482,2014,2
"9445","45-64","S",2014-02-25,95085795,121,0,235,40.638078183,"M","PL 2200300",-74.131842748,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",947659,171770,2014,2
"9446","45-64","S",2014-02-25,95085790,122,0,117,40.587910796,"F","PL 2203901",-74.103008888,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",955640,153482,2014,2
"9447","25-44","S",2014-02-25,95081752,123,97,117,40.511586338,"F","PL 2200901",-74.249303727,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","WHITE","M",914928,125757,2014,2
"9448","25-44","S",2014-02-24,95063111,121,0,117,40.621119194,"F","PL 2201601",-74.168796598,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",937391,165609,2014,2
"9449","25-44","S",2014-02-24,95063101,120,0,235,40.639092296,"M","PL 2200300",-74.075660624,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",963252,172121,2014,2
"9450","<18","S",2014-02-24,95065992,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","F",961580,163524,2014,2
"9451","45-64","S",2014-02-24,95065989,120,0,235,40.636675099,"M","PL 2200300",-74.119751797,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",951014,171254,2014,2
"9452","25-44","S",2014-02-24,95063104,120,0,117,40.625599044,"F","PL 2204101",-74.083401367,"DANGEROUS DRUGS",514,"CONTROLLED SUBSTANCE,SALE 2","HISPANIC","M",961099,167207,2014,2
"9453","25-44","S",2014-02-23,95040969,121,0,117,40.608016865,"F","PL 2200906",-74.167881104,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","HISPANIC","M",937636,160835,2014,2
"9454","25-44","S",2014-02-22,95037767,120,0,235,40.647128347,"M","PL 2211001",-74.088181423,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",959780,175052,2014,2
"9455","18-24","S",2014-02-22,95037779,122,0,235,40.546263258,"M","PL 2204500",-74.158867281,"DANGEROUS DRUGS",509,"POSSESSION HYPODERMIC INSTRUMENT","WHITE","M",940098,138332,2014,2
"9456","18-24","S",2014-02-22,95037766,121,0,235,40.594602024,"M","PL 2211001",-74.164772321,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",938490,155946,2014,2
"9457","18-24","S",2014-02-22,95037780,122,0,235,40.546263258,"M","PL 2200300",-74.158867281,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",940098,138332,2014,2
"9458","25-44","S",2014-02-22,95031668,123,0,117,40.540785887,"F","PL 2201605",-74.223957701,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",922003,136376,2014,2
"9459","25-44","S",2014-02-22,95037775,121,0,235,40.637947967,"M","PL 2200300",-74.130498534,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",948032,171722,2014,2
"9460","25-44","S",2014-02-22,95037781,120,0,235,40.646672133,"M","PL 2200300",-74.088933967,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",959571,174886,2014,2
"9461","25-44","S",2014-02-22,95037765,122,0,235,40.564545141,"M","PL 2200300",-74.131701221,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",947658,144980,2014,2
"9462","25-44","S",2014-02-22,95031665,121,0,235,40.610264838,"M","PL 2200300",-74.160200918,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",939770,161650,2014,2
"9463","45-64","S",2014-02-21,95024569,123,0,235,40.52491179,"M","PL 2200300",-74.200635415,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",928472,130577,2014,2
"9464","25-44","S",2014-02-21,95024581,121,97,117,40.639716526,"F","PL 2202101",-74.139084811,"DANGEROUS DRUGS",500,"CONTROLLED SUBSTANCE,POSSESS 1","BLACK","M",945650,172370,2014,2
"9465","45-64","S",2014-02-21,95024573,123,0,117,40.52491179,"F","PL 2203901",-74.200635415,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","WHITE","M",928472,130577,2014,2
"9466","18-24","S",2014-02-21,95024570,123,0,235,40.52491179,"M","PL 2200300",-74.200635415,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",928472,130577,2014,2
"9467","25-44","S",2014-02-21,95027382,121,0,117,40.59409557,"F","PL 2201601",-74.157958473,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",940382,155758,2014,2
"9468","25-44","S",2014-02-21,95024572,123,0,235,40.52491179,"M","PL 2200300",-74.200635415,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",928472,130577,2014,2
"9469","18-24","S",2014-02-21,95008933,120,0,235,40.628958531,"M","PL 2211001",-74.079727296,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",962120,168430,2014,2
"9470","45-64","S",2014-02-21,95027381,121,0,235,40.637740285,"M","PL 2205002",-74.132094296,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","BLACK","M",947589,171647,2014,2
"9471","18-24","S",2014-02-21,95027383,123,0,235,40.548165535,"M","PL 2211001",-74.218872894,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",923423,139061,2014,2
"9472","65+","S",2014-02-21,95024571,123,0,117,40.52491179,"F","PL 2203901",-74.200635415,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",928472,130577,2014,2
"9473","25-44","S",2014-02-21,95027378,120,0,235,40.633826049,"M","PL 2200300",-74.117044524,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",951764,170215,2014,2
"9474","25-44","S",2014-02-20,95005633,121,0,235,40.636074985,"M","PL 2211001",-74.136126363,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",946469,171042,2014,2
"9475","25-44","S",2014-02-20,95005634,120,0,235,40.624374314,"M","PL 2200300",-74.080323415,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",961953,166760,2014,2
"9476","65+","S",2014-02-20,95000654,121,0,235,40.623188378,"M","PL 2200300",-74.149237695,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",942822,166353,2014,2
"9477","18-24","S",2014-02-20,95008918,120,0,117,40.638473967,"F","PL 2201601",-74.121387243,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","F",950561,171910,2014,2
"9478","25-44","S",2014-02-20,95005622,120,0,117,40.625599044,"F","PL 2203901",-74.083401367,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","WHITE","M",961099,167207,2014,2
"9479","25-44","S",2014-02-20,95008919,120,0,117,40.633866037,"F","PL 2201601",-74.125958125,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",949290,170233,2014,2
"9480","45-64","S",2014-02-20,95000655,121,0,235,40.623188378,"M","PL 2200300",-74.149237695,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",942822,166353,2014,2
"9481","18-24","S",2014-02-20,95008925,121,0,235,40.639599068,"M","PL 2214000",-74.133982447,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","WHITE","M",947066,172325,2014,2
"9482","25-44","S",2014-02-20,95008924,120,0,235,40.607460303,"M","PL 2200300",-74.0771734,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",962822,160597,2014,2
"9483","25-44","S",2014-02-20,95008916,120,0,117,40.633919354,"F","PL 2201601",-74.117062702,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","F",951759,170249,2014,2
"9484","25-44","S",2014-02-20,95005636,120,0,235,40.624374314,"M","PL 2200300",-74.080323415,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",961953,166760,2014,2
"9485","45-64","S",2014-02-20,95005635,120,0,235,40.624236772,"M","PL 2211001",-74.080755533,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961833,166710,2014,2
"9486","45-64","S",2014-02-20,95008926,122,0,235,40.556542579,"M","PL 2211001",-74.128119121,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",948649,142063,2014,2
"9487","18-24","S",2014-02-20,95008920,121,0,235,40.602083602,"M","PL 2200300",-74.167196367,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",937822,158673,2014,2
"9488","18-24","S",2014-02-20,95008921,121,0,235,40.614421571,"M","PL 2211001",-74.14704979,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",943424,163158,2014,2
"9489","18-24","S",2014-02-20,95008930,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961580,163524,2014,2
"9490","18-24","S",2014-02-20,95008932,120,2,235,40.644752079,"M","PL 2211001",-74.087241382,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960040,174186,2014,2
"9491","45-64","S",2014-02-20,95005637,120,0,235,40.624236772,"M","PL 2200300",-74.080755533,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",961833,166710,2014,2
"9492","45-64","S",2014-02-19,94990647,121,0,235,40.638418826,"M","PL 2200300",-74.131591203,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",947729,171894,2014,2
"9493","25-44","S",2014-02-19,94990650,120,0,117,40.623260172,"F","PL 2200602",-74.083827119,"DANGEROUS DRUGS",507,"CONTROLLED SUBSTANCE, POSSESSION 5","WHITE","M",960980,166355,2014,2
"9494","25-44","S",2014-02-19,94990639,122,0,235,40.573068733,"M","PL 2200300",-74.094480141,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",958003,148072,2014,2
"9495","18-24","S",2014-02-19,94990633,120,0,235,40.616953781,"M","PL 2211001",-74.082241537,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961418,164057,2014,2
"9496","25-44","S",2014-02-19,94990651,120,0,235,40.623260172,"M","PL 2200300",-74.083827119,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",960980,166355,2014,2
"9497","25-44","S",2014-02-19,94987146,120,0,235,40.62221251,"M","PL 2200300",-74.082655072,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","F",961305,165973,2014,2
"9498","25-44","S",2014-02-19,94987144,120,0,235,40.64186458,"M","PL 2211001",-74.079652634,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",962145,173132,2014,2
"9499","25-44","S",2014-02-19,94990632,120,0,235,40.642218661,"M","PL 2214000",-74.094174482,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",958115,173265,2014,2
"9500","25-44","S",2014-02-19,94990642,123,0,235,40.556435595,"M","PL 2200300",-74.197728755,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",929306,142060,2014,2
"9501","25-44","S",2014-02-19,94990645,121,0,235,40.624685313,"M","PL 2200300",-74.141928193,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",944852,166895,2014,2
"9502","25-44","S",2014-02-19,94990644,122,0,235,40.571871042,"M","PL 2214000",-74.092279129,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","WHITE","F",958614,147635,2014,2
"9503","25-44","S",2014-02-19,94990631,120,0,235,40.642725472,"M","PL 2211001",-74.095357099,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","AMER IND","M",957787,173450,2014,2
"9504","25-44","S",2014-02-19,94990649,121,0,235,40.638418826,"M","PL 2200300",-74.131591203,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",947729,171894,2014,2
"9505","25-44","S",2014-02-18,94968929,121,0,235,40.633386324,"M","PL 2200300",-74.135079653,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","F",946758,170062,2014,2
"9506","25-44","S",2014-02-18,94972288,121,0,235,40.606586699,"M","PL 2200300",-74.162234094,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",939203,160311,2014,2
"9507","45-64","S",2014-02-18,94968928,121,0,235,40.633386324,"M","PL 2205002",-74.135079653,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","BLACK","M",946758,170062,2014,2
"9508","18-24","S",2014-02-18,94968925,120,0,235,40.645022746,"M","PL 2214000",-74.077216847,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",962822,174282,2014,2
"9509","18-24","S",2014-02-18,94972292,122,0,235,40.563924906,"M","PL 2200300",-74.116364189,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","AMER IND","M",951919,144748,2014,2
"9510","25-44","S",2014-02-18,94972284,121,0,235,40.602083602,"M","PL 2200300",-74.167196367,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",937822,158673,2014,2
"9511","25-44","S",2014-02-18,94972290,121,0,235,40.606586699,"M","PL 2200300",-74.162234094,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",939203,160311,2014,2
"9512","18-24","S",2014-02-18,94972289,121,0,235,40.606586699,"M","PL 2200300",-74.162234094,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",939203,160311,2014,2
"9513","18-24","S",2014-02-18,94972281,121,0,235,40.589826772,"M","PL 2211001",-74.16427807,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",938624,154206,2014,2
"9514","18-24","S",2014-02-18,94972279,123,0,235,40.552124337,"M","PL 2200300",-74.190734946,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",931246,140485,2014,2
"9515","25-44","S",2014-02-18,94968931,122,0,235,40.570437139,"M","PL 2200300",-74.122789774,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",950137,147123,2014,2
"9516","25-44","S",2014-02-18,94972286,120,0,235,40.637219146,"M","PL 2211001",-74.126890442,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",949033,171455,2014,2
"9517","18-24","S",2014-02-18,94972287,121,0,235,40.606586699,"M","PL 2200300",-74.162234094,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",939203,160311,2014,2
"9518","25-44","S",2014-02-18,94972283,123,0,235,40.565054547,"M","PL 2200300",-74.184386926,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",933020,145192,2014,2
