PDCODE_VALUE,LAW_NYS,CATEGORY,LIT_LONG,LIT_SHORT
812,AM 204-D          ,M,ADULTERATION NAT  FRUIT JUICES,FOOD ADULTERATN
812,AM 206            ,M,UNLAW  SALE IMITATION HONEY   ,FOOD ADULTERATN
812,AM 208            ,M,UNLAW SALE ADULTERATED VINEGAR,FOOD ADULTERATN
812,AM 209            ,M,MISLABELING VINEGAR           ,FOOD ADULTERATN
812,AM 211            ,M,MISBRANDING CANNED GOODS      ,FOOD ADULTERATN
812,AM 213            ,M,UNLAW REPACKNG FRUIT/FARM PROD,FOOD ADULTERATN
812,AM 215-B          ,M,SALE OF UNENRICHED PRODUCT    ,FOOD ENRICH VIO
812,AM 218            ,M,UNLICENSED FOOD SALVAGER      ,FOOD SALVAG VIO
812,AM 231            ,M,UNLICENSED REFRIG  WAREHOUSE  ,WAREHOUSE VIOL 
812,AM 235            ,M,FAIL MARK REFRIGERATED FOOD   ,REFRIG/FOOD VIO
812,AM 236            ,M,UNLAWFUL REMOVAL FOOD TAG     ,REFRIG/FOOD VIO
812,AM 239            ,M,STORE UNFIT FOOD IN WAREHOUSE ,REFRIG/FOOD VIO
812,AM 240            ,M,STORE FOOD BEYOND SPECIFY TIME,FOOD STORAG VIO
812,AM 241            ,M,UNLAWFUL TRANSFER OF FOOD     ,FOOD STORAG VIO
812,AM 246            ,M,UNFAIR CONDUCT DEALER / BROKER,FARM PRODS VIOL
812,AM 251-Z-1        ,M,FOOD PROCR VIOL ART 20 C      ,FOOD PROCSG VIO
812,AM 256-A          ,M,HINDER EXAM MILK DEALR RECORDS,MILK CONTRL VIO
812,AM 257            ,M,UNLICENSED MILK DEALER        ,MILK CONTRL VIO
812,AM 258-M          ,M,DEALR PUR MLK AT LESS FIX PRIC,MILK CONTRL VIO
812,AM 288            ,M,UNLAWFUL GAMBLING:FAIR GROUNDS,AGR/DOM ART VIO
812,AM 351      03    ,M,OWN/POSS ANIMAL FOR FIGHTING  ,ANIMAL FIGHTING
812,AM 351      04    ,M,ATTENDING ANIMAL FIGHT        ,ANIMAL FIGHTING
812,AM 351      5B    ,M,SPECTATOR  ANIMAL FIGHT-PRIOR ,ANIMAL FIGHTING
812,AM 354            ,M,SELLING OF BABY CHICKS        ,ANIMALS VIOL   
812,AM 357            ,M,SALE/EXPOSING DISEASED ANIMAL ,ANIMALS VIOL   
812,AM 358            ,M,SALE OF DISABLED HORSES       ,ANIMALS VIOL   
812,AM 358-A          ,M,SALE CERT WILD ANMLS/PRODUCE  ,ANIMALS VIOL   
812,AM 359            ,M,ANIMAL CARRIED IN CRUEL MANNER,ANIMALS VIOL   
812,AM 362            ,M,LITTERING ANIMAL RIGHT OF WAY ,ANIMALS VIOL   
812,AM 364            ,M,RUNNING HORSES ON HIGHWAY     ,ANIMALS VIOL   
812,AM 366            ,M,DOG STEALING                  ,ANIMALS VIOL   
812,AM 366-A          ,M,SEIZE/TRANS  DOG FOR TRANSPORT,ANIMALS VIOL   
812,AM 369            ,M,OBSTRUCTING OFFICER RE:ANIMALS,ANIMALS VIOL   
812,AM 370            ,M,IMPROPR PRECAUTION:WILD ANIMAL,ANIMALS VIOL   
815,AM 356            ,M,NEGLECT OF IMPOUNDED ANIMAL   ,ANIMALS VIOL   
815,AM 360            ,M,POISONING ANIMALS             ,ANIMALS VIOL   
816,AM 365            ,M,CLIPPING/CUTTING EARS OF DOGS ,ANIMALS VIOL   
816,AM 368            ,M,OPERATING ON HORSES TAIL      ,ANIMALS VIOL   
817,AM 353            ,M,TORTURE/INJURE/NOT FEED ANIMAL,ANIMAL CRUELTY 
818,AM 355            ,M,ABANDONMENT OF DISABLED ANIMAL,ANIMALS VIOL   
821,ED 0224     03    ,V,OFFER/ADV COLL DEGREE W/O APVL,UNIV OF NY VIOL
821,ED 0807           ,V,VIOL RE FIRE DRILLS           ,FIRE DRILLS VIO
821,ED 2556           ,V,SCHOOL BLDG CONSTRUCTION VIOL ,SCHOOL DIST VIO
821,ED 2580           ,V,PERMIT UNLAWFUL USE CITY FUNDS,CITY SCHL DISTR
821,ED 3232           ,V,FLS STMT ON EMPLY/APPLC OR PMT,COMPLLS EDUCATN
821,ED 6808           ,V,PHARMACY REGISTRATION VIOL    ,PHARMACY VIOL  
827,GB 002            ,M,SABBATH BREAKING              ,SABATH BREAKING
827,GB 003            ,M,SABBATH BREAKING              ,SABATH BREAKING
827,GB 004            ,M,SABBATH BREAKING              ,SABATH BREAKING
827,GB 005            ,M,PROHIBITED LABOR ON SUNDAY    ,PROHIB LABR SUN
827,GB 007            ,M,PUBLIC SPORTS/EXERCISES ON SUN,PUB SPORTS SUND
827,GB 008            ,M,PROHIB CERTAIN SUN EMPLOYMENTS,PROH SUND EMPLO
827,GB 009            ,M,PUBLIC TRAFFIC ON SUNDAY      ,PUB TRAF ON SUN
827,GB 011            ,M,SERVING CIVIL PROCESS ON SUNDY,SABATH BREAKING
827,GB 013            ,M,SERVING PROCESS ON SATURDAY   ,SABATH BREAKING
827,GB 016            ,M,BARBERING ON SUNDAY-2ND OFF   ,BARBER SUN 2ND 
827,GB 024            ,M,HOLDING A MOCK AUCTION        ,AUCTION VIOL   
827,GB 025            ,M,AUCTIONEER NOT KEEPING RECORDS,AUCTION VIOL   
827,GB 026            ,M,AUCTIONEER NOT ALLOW BOOK INSP,AUCTION VIOL   
827,GB 040            ,M,PAWNBROKING WITHOUT A LICENSE ,PAWNBROKERS VIO
827,GB 041            ,M,UNAUTHORIZED PAWNBROKING      ,PAWNBROKERS VIO
827,GB 043            ,M,IMPROPER PAWNBROKING RECORD   ,PAWNBROKERS VIO
827,GB 044            ,M,FAIL  TO GIVE MEMORANDUM      ,PAWNBROKERS VIO
827,GB 045            ,M,PAWNBRKR FAILING TO SHOW BOOKS,PAWNBROKERS VIO
827,GB 046            ,M,USURIOUS LOAN BY PAWNBROKER   ,PAWNBROKERS VIO
827,GB 047            ,M,PWNBRKR RCVNG 2ND-HND GDS/ARMS,PAWNBROKERS VIO
827,GB 047-A          ,M,PAWNBROKER DEALING W CHILD 18 ,PAWNBROKERS VIO
827,GB 048            ,M,SALE PAWN GDS BEFORE TIME     ,PAWNBROKERS VIO
827,GB 049            ,M,PWNBRKR PLEDGE SALE W/O NOTICE,PAWNBROKERS VIO
827,GB 050            ,M,RETAINING PLEDGE SALE PROCEEDS,PAWNBROKERS VIO
827,GB 053            ,M,UNREGISTERED PAWNBROKER       ,PAWNBROKERS VIO
827,GB 060            ,M,UNLICENSED JUNK DEALER        ,JUNK DEALRS VIO
827,GB 062            ,M,RECVNG JUNK W/O ORIGIN STATMNT,JUNK DEALRS VIO
827,GB 063            ,M,NOT KEEPING CERTAIN JUNK APART,JUNK DEALRS VIO
827,GB 063-A          ,M,RECVING/PURCH GOODS FROM CHILD,JUNK DEALRS VIO
827,GB 064            ,M,FALSE STAT /FALSE STAT  ON TAG,JUNK DEALRS VIO
827,GB 069            ,M,ILLEGAL SALE: CONVICT-MADE GDS,CONVCT GOOD VIO
827,GB 069-A          ,M,SELL CHILD-MADE GDS W/O STATNG,CHILD LABOR VIO
827,GB 070            ,M,OPER AS PRIV INVSTGATR W/O LIC,INVESTIGTRS VIO
827,GB 073            ,M,FAIL OBEY SUBP/REFUS ANSWER   ,INVESTIGTRS VIO
827,GB 075            ,M,FAIL SURRNDR/DSPLAY DETCTV LIC,INVESTIGTRS VIO
827,GB 080            ,M,UNAUTH USE OF DETECTIVE IDENT ,INVESTIGTRS VIO
827,GB 081            ,M,FALSLY STATNG IS/WAS DETECTIVE,INVESTIGTRS VIO
827,GB 082            ,M,FALSE REPORT TO EMPLOYER      ,INVESTIGTRS VIO
827,GB 084            ,M,MISCONDUCT:DETECTIVE LICENSEE ,INVESTIGTRS VIO
827,GB 089-G    01A   ,M,SECURITY GRD-NO VALID REG CARD,SECUR GUARD VIO
827,GB 089-G    01B   ,M,SEC GUARD- DOCUMENTS NOT FILED,SECUR GUARD VIO
827,GB 090            ,M,FICTITIOUS BILL OF LADING     ,BILLS/LADNG VIO
827,GB 091            ,M,OFFENSE BY PIPE-LINE CORP     ,BILLS/LADNG VIO
827,GB 093            ,M,DUPLICATE RECPT NOT SO MARKED ,BILLS/LADNG VIO
827,GB 094            ,M,RESALE OF BILLED MERCHANDISE  ,BILLS/LADNG VIO
827,GB 095            ,M,UNCANCELLED BILL ON REDELIVERY,BILLS/LADNG VIO
827,GB 097            ,M,FAILURE TO ISSUE BILL OF LADNG,BILLS/LADNG VIO
827,GB 098            ,M,ISSUE OF BILL- GOODS NOT RECVD,BILLS/LADNG VIO
827,GB 099            ,M,FALSE STATMNT ON BILL OF LADNG,BILLS/LADNG VIO
827,GB 100            ,M,DUPLICATE BILL NOT SO MARKED  ,BILLS/LADNG VIO
827,GB 101            ,M,BILL NEGOTIATN ON LIENED GOODS,BILLS/LADNG VIO
827,GB 102            ,M,BILL NEGOTIATN-GDS NOT ON HAND,BILLS/LADNG VIO
827,GB 103            ,M,INDUCNG BILL ON GDS NOT RECVD ,BILLS/LADNG VIO
827,GB 104            ,M,NON-NEGOTBLE BILL NOT SO MARKD,BILLS LADNG VIO
827,GB 105            ,M,WAREHSE RECPT-GOODS NOT RECVD ,BILLS/LADNG VIO
827,GB 106            ,M,ISSUE OF FALSE WAREHSE STATMNT,BILLS/LADNG VIO
827,GB 107            ,M,DUP WAREHSE RECPT NOT SO MARKD,BILLS/LADNG VIO
827,GB 108            ,M,WAREHSMANS RECPT FOR OWN GOODS,BILLS/LADNG VIO
827,GB 109            ,M,DELIVRY WITHOUT WAREHSE RECPT ,BILLS/LADNG VIO
827,GB 110            ,M,WARHSE RECPT NGOTIATN-LIEN GDS,BILLS/LADNG VIO
827,GB 111            ,M,NON-NGOTBLE RECPT NOT SO MARKD,BILLS/LADNG VIO
827,GB 117            ,M,ADVERTISE AS TICKET AGENT     ,PASSAGE TICKETS
827,GB 118            ,M,UNAUTHOR ISSUE PASSAGE TICKET ,PASSAGE TICKETS
827,GB 120            ,M,SELLING OMNIBUS TRANSFERS     ,PASSAGE TICKETS
827,GB 123            ,M,SELLING IMPROPR PASSAGE TICKET,PASSAGE TICKETS
827,GB 124            ,M,SELLING IMPROPR PASSAGE TICKET,PASSAGE TICKETS
827,GB 125            ,M,SOLICITNG PASSAGE TIX SURRENDR,PASSAGE TICKETS
827,GB 126            ,M,PARTIALTY USED NONTRANS TICKET,PASSAGE TICKETS
827,GB 127            ,M,UNLAWFUL ACTS RE: PASSAGE TIX ,PASSAGE TICKETS
827,GB 130            ,M,CONDUCTNG BUSINSS-ASSUMED NAME,NAME/SYMBOL VIO
827,GB 131            ,M,MERCHANDSE EST OWNRSHP DISPLAY,NAME/SYMBOL VIO
827,GB 132            ,M,FICTITIOUS COPARTNERSHIP NAMES,NAME/SYMBOL VIO
827,GB 133            ,M,USING NAME/ADDRESS TO DECEIVE ,NAME/SYMBOL VIO
827,GB 134            ,M,FRAUD USE OF SECRET FRAT  NAME,NAME/SYMBOL VIO
827,GB 135            ,M,USING CHARITABLE CORP  NAME   ,NAME/SYMBOL VIO
827,GB 136            ,M,IMPROPR EXHIBITION OF FLAG    ,NAME/SYMBOL VIO
827,GB 137            ,M,UNAUTH USE SOCIETY TITLE/BADGE,NAME/SYMBOL VIO
827,GB 138            ,M,UNLAW USE GOVT/MILITARY NAMES ,NAME/SYMBOL VIO
827,GB 139            ,M,USE OF TITLES WITH CORP  NAME ,NAME/SYMBOL VIO
827,GB 140            ,M,UNAUTH WEAR IDENT BADGE       ,NAME/SYMBOL VIO
827,GB 141            ,M,USING NAME OF UNITED NATIONS  ,NAME/SYMBOL VIO
827,GB 150            ,M,TRANS TIX BUSINESS W/O LICENSE,TICKET AGNT VIO
827,GB 153            ,M,TRANS TIX BUSINESS W/O LICENSE,TICKET AGNT VIO
827,GB 158            ,M,VIOL TRUTH IN TRAVEL ACT      ,TRAVEL MISREP  
827,GB 160            ,M,UNAUTH TRANSMIT MONEY AS AGENT,MONEY TRANS VIO
827,GB 161            ,M,TRANSMT MONEY VIA NON-PRINCIPL,MONEY TRANS VIO
827,GB 162            ,M,TRANS AGENT ACT AS DEPOSITARY ,MONEY TRANS VIO
827,GB 163            ,M,TRANSMITNG AGENT HOLDING MONEY,MONEY TRANS VIO
827,GB 164            ,M,FAIL DEPOSIT UNDELIVERED MONEY,MONEY TRANS VIO
827,GB 172            ,M,OPER EMPLOY AGENCY W/O LICENSE,EMPL AGCY VIOL 
827,GB 173            ,M,IMPROP APPLICATION FOR LICENSE,EMPL AGCY VIOL 
827,GB 174            ,M,MISUSE EMPLOY AGENCY PREMISES ,EMPL AGCY VIOL 
827,GB 176            ,M,IMPROPR EMP AGNCY LIC TRANSFER,EMPL AGCY VIOL 
827,GB 179            ,M,FALSE/LACK EMP AGNCY RECORDS  ,EMPL AGCY VIOL 
827,GB 180            ,M,THEA AGEN FAIL FILE STATEMENT ,EMPL AGCY VIOL 
827,GB 181            ,M,IMPROP AGENCY CONTRACT/RECEIPT,EMPL AGCY VIOL 
827,GB 182            ,M,NURSES REGISTRY MALPRACTICE   ,EMPL AGCY VIOL 
827,GB 183            ,M,UNLAW THEATER EMPLOY CONTRACT ,EMPL AGCY VIOL 
827,GB 184            ,M,IMPROP OUT-OF-STATE RECRUITMNT,EMPL AGCY VIOL 
827,GB 184-A          ,M,IMPROP OUT-OF-U S  RECRUITMENT,EMPL AGCY VIOL 
827,GB 185            ,M,EXCESSIVE FEE BY EMPLOY AGENCY,EMPL AGCY VIOL 
827,GB 186            ,M,EMPLOY AGENCY NOT RETURNG FEE ,EMPL AGCY VIOL 
827,GB 187            ,M,PROHIBITED ACT BY EMPLOY AGNCY,EMPL AGCY VIOL 
827,GB 188            ,M,AGENCY FAILURE POST ART  11   ,EMPL AGCY VIOL 
827,GB 206-C          ,M,FRAUD ON GUEST OF HOTEL/INN   ,HOTELS VIOL    
827,GB 209-N          ,M,SEAMN HOTEL LIC COMISNR MISCON,HOTELS VIOL    
827,GB 220            ,F,APROP WORK OF FINE ART/LARCENY,ART DEALRS VIOL
827,GB 226            ,M,MARKING WATCH CASES STERLING  ,SILVER/GOLD VIO
827,GB 237            ,M,PLATINUM STAMPING             ,PLATINUM STAMP 
827,GB 239-A          ,M,APPRAISE W/INT DEFRAUD/DECEIVE,APPRAISERS VIOL
827,GB 241            ,M,OPERATE AIRCRAFT W/O LICENSE  ,AIRCRAFT VIOL  
827,GB 242            ,M,NOT HAVING PLANE LIC ON PERSON,AIRCRAFT VIOL  
827,GB 243            ,M,OPERATING UNLICENSED AIRCRAFT ,AIRCRAFT VIOL  
827,GB 244            ,M,UNLAWFUL PARACHUTE JUMPING    ,AIRCRAFT VIOL  
827,GB 245            ,M,VIOLATING AIR TRAFFIC RULES   ,AIRCRAFT VIOL  
827,GB 247            ,M,UNAUTH  DESTROY AIRCRAFT WRECK,AIRCRAFT VIOL  
827,GB 248            ,M,AIRCRAFT ON CERTAIN LAKES     ,AIRCRAFT VIOL  
827,GB 248-A          ,M,AIRCRAFT ON LEWISBORO LAKES   ,AIRCRAFT VIOL  
827,GB 249            ,M,UNAUTH ESTABLISH PVT  AIRPORT ,AIRCRAFT VIOL  
827,GB 265            ,M,ICE CUTTING AND ICE BRIDGES   ,ICE CUTTING VIO
827,GB 276            ,M,IMPROPER TRADE-MARK STATEMENT ,IMPR TRD STATMT
827,GB 279-D          ,M,UNAUTH  TRADE-MARK USE        ,UNAU TRADE MARK
827,GB 304-A          ,M,UNAUTHORIZED ILLUMINATING OILS,OIL DIST SPIRIT
827,GB 306-A          ,M,VIOL LAW TO PREVNT CONFLIGRATN,OIL DIST SPIRIT
827,GB 320            ,M,PROVIDING UNPURE GAS          ,GAS VIO        
827,GB 321            ,M,IMPROPER ILLUMINATING GAS     ,GAS VIO        
827,GB 322            ,M,NONSTANDARD GAS PRESSURE      ,GAS VIO        
827,GB 322-B          ,M,MNFGR/USE EXPLOSIVES/COMBUSTBL,GAS VIO        
827,GB 322-C          ,M,MFG/SEL/INSTL IMPROP GAS HEATR,GAS VIO        
827,GB 325            ,M,DEALNG INFRIOR GASOLNE-2ND OFF,GASOLINE VIO   
827,GB 334            ,M,MISREP NEWSPAPER CIRCULATION  ,PUBLICATNS VIOL
827,GB 335            ,M,INSERTING UNAUTH  ADVERTISMENT,PUBLICATNS VIOL
827,GB 336            ,M,TEL BOOK W/O EMERGENCY WARNING,PUBLICATNS VIOL
827,GB 337            ,M,ADVERTISING TO PROCURE DIVORCE,PUBLICATNS VIOL
827,GB 339            ,M,REPORT FALSE SECURITIES TRANS ,SECURITIES VIOL
827,GB 339-A          ,M,ISSUE FALSE SECURITY STATMNT  ,SECURITIES VIOL
827,GB 339-B          ,M,SECURITIES PRICE MANIPULATION ,SECURITIES VIOL
827,GB 339-C          ,M,BROKER TRADE AGAINST ORDER    ,SECURITIES VIOL
827,GB 339-D          ,M,INSOLVENT BROKER TRANSACTION  ,SECURITIES VIOL
827,GB 339-E          ,M,PLEDGE CUSTOMERS SECURITIES   ,SECURITIES VIOL
827,GB 339-F          ,M,NONDELIVERY OF TRANS MEMORANDA,SECURITIES VIOL
827,GB 343            ,M,FAIL  OBEY SUB /OFF  DISCL    ,MONOPOLY VIOL  
827,GB 352            ,M,FAIL  OBEY SUB /OFF  DISCL    ,STOCKS/BOND VIO
827,GB 352-B          ,M,FOREIGN SECURITY BROKER IRREG ,STOCKS/BOND VIO
827,GB 352-C    01    ,M,FALSE REPRESENTATION/STATEMENT,FALSE STATEMENT
827,GB 352-E          ,M,REAL ESTATE SYND IRREG        ,STOCKS/BOND VIO
827,GB 352-F          ,M,IMPROP REALTY BOND DESCRIPTION,STOCKS/BOND VIO
827,GB 352-H          ,M,TRUST FUND MANIPULATION       ,STOCKS/BOND VIO
827,GB 352-K          ,M,BROKER DEALER LACK MIN CAPITAL,STOCKS/BOND VIO
827,GB 354            ,M,FAIL TO PRODUCE RECORDS-1ST   ,STOCKS/BOND VIO
827,GB 359-E          ,M,FAIL FILE/FALSE BROKER STATMNT,STOCKS/BOND VIO
827,GB 359-EE         ,M,FAIL FILE REPT OF EXISTENCE   ,STOCKS/BOND VIO
827,GB 359-F          ,M,CHAIN DISTRIBUTOR SCHEME      ,PYRAMID SCHEME 
827,GB 359-FF         ,M,SALE SECURITY W/O PROSPECTUS  ,STOCKS/BOND VIO
827,GB 369-G          ,M,UNLAWFUL USE GAMES OF CHANCE  ,UNLAW USE GAMES
827,GB 376            ,M,FALSE CREDIT REPORT           ,INTERST/USURY  
827,GB 386            ,M,IMPROPR TAGGING BEDDING MATTER,FURNITURE VIOL 
827,GB 387            ,M,UNAPPROVED DISINFECT PROCESS  ,FURNITURE VIOL 
827,GB 388            ,M,MANFACTRE/SELL BEDDNG W/O LIC ,FURNITURE VIOL 
827,GB 389            ,M,USE ILLEG GLAZ MATERIAL       ,FURNITURE VIOL 
827,GB 389-N          ,M,IMP LABEL SAFETY GLAZE MAT    ,FURNITURE VIOL 
827,GB 389-Q          ,M,VIOL ART 25 B                 ,FURNITURE VIOL 
827,GB 390            ,M,OBSTRUCTING BEDDING INSPECTION,FURNITURE VIOL 
827,GB 391            ,M,NOT MARKING REPROCESSED TIRE  ,MISC VIO       
827,GB 391-A          ,M,UNLAWFUL ACT RE: LIQUID FUELS ,MISC VIO       
827,GB 391-C          ,M,UNLAW SALE BICYCLES           ,MISC VIO       
827,GB 392            ,M,SECOND HAND WATCHES UNLABELED ,MISC VIOL      
827,GB 392-A          ,M,SECOND HAND HATS NOT SO MARKED,MISC VIOL      
827,GB 392-B          ,M,FALSE LABEL/MISREPRESENT GOODS,MISC VIOL      
827,GB 392-C          ,M,OBLITERATN OF MARKS OF ORIGIN ,MISC VIOL      
827,GB 392-D          ,M,FALSE MARKS AS TO MANUFACTURE ,MISC VIOL      
827,GB 392-E          ,M,FALS STAT/ALTER MILEAG REG DEV,MISC VIOL      
827,GB 392-F          ,M,REMOVE TAXIMETER SERIAL       ,MISC VIOL      
827,GB 393            ,M,IMPROP MARKED LIME BARREL     ,MISC VIOL      
827,GB 395            ,M,FAIL LABEL USE GOODS AS SUCH  ,MISC VIOL      
827,GB 396-A          ,M,SAVE & LOAN ASSN  INS  MISREP ,MISC VIOL      
827,GB 396-B          ,M,FALSE ADVERTISEMENT STATEMENT ,MISC VIOL      
827,GB 396-C          ,M,ILLEGAL DENTAL ADVERTISEMENT  ,MISC VIOL      
827,GB 396-E          ,M,MARKING ARTICLES MADE OF LINEN,MISC VIOL      
827,GB 396EE          ,V,SALE FIREARM-NO LOCK DEV      ,NO LOCK-GUN    
827,GB 396-F          ,M,FALSE LABEL-BLIND LABOR       ,MISC VIOL      
827,GB 396FF          ,V,FIREARM-SHELL REG VIOLATION   ,FIREARM VIOL   
827,GB 396-G          ,M,FRAUDULENT PATRIOTIC  SALE    ,MISC VIOL      
827,GB 396-H          ,M,ILL ADVERT EMPLOYMNT OPORTUNTY,MISC VIOL      
827,GB 396-J          ,M,ILL SELL/POSS MV MASTER KEY   ,VIO GEN BUS LAW
827,GB 396-W          ,V,LTR TO SOLICIT PSGNRS 1ST OFF ,VIO GEN BUS LAW
827,GB 397            ,M,UNLAWFUL USE NONPROFIT NAME   ,MISC VIOL      
827,GB 398-A          ,M,FRAUD - BULK PROP  TRANSFER   ,MISC VIOL      
827,GB 398-C          ,M,CHILDREN ATTEND SKATING RINKS ,MISC VIOL      
827,GB 399-B          ,M,CONTRACT FOR HACK STAND ST USE,THEATR FINANCNG
827,GB 399-D          ,M,CHILDREN ATTEND BOWLING ALLEY ,THEATR FINANCNG
827,GB 399-N          ,M,SELL THEATRE TIX W/O DIST REG ,THEATR FINANCNG
827,GB 432            ,M,OPERATNG AS BARBER W/O LICENSE,BARBERING VIOL 
827,GB 436            ,M,BARBER SHOP VIOL SANITARY CODE,BARBERING VIOL 
827,GB 437            ,M,UNREGISTERED BARBER APPRENTICE,BARBERING VIOL 
827,GB 438            ,M,OPER  BARBER SHOP W/O LICENSE ,BARBERING VIOL 
827,GB 439            ,M,IMPROP USE/DISPLAY BARBER LIC ,BARBERING VIOL 
827,GB 450            ,M,UNLAWFUL ACT RE:CEMETERY PROP ,CEMETERY/FUNERL
827,GB 451            ,M,CEMETERY TO STATE TRUE LOCATN ,CEMETERY/FUNERL
827,GB 452            ,M,UNAUTH CHARGE RE:BURIAL PERMIT,CEMETERY/FUNERL
827,GB 453            ,M,DEPOSIT ADVANCE FUNERAL PAYMNT,CEMETERY/FUNERL
827,GB 456            ,M,BUDGET PLANNING               ,BUDGET PLANNING
827,GB 482            ,M,VIO GB LICENSE/REGISTRATN REGS,GB LIC/REG VIO 
827,GB 501            ,M,MANUFCTR/SALE FLAMABLE GARMENT,FLAMMBL APPAREL
827,GB 504            ,M,ALTER/OBSTRUCT RE:FLAMBLE ART ,FLAMMBL APPAREL
827,GB 505            ,M,FALSE GUARANTEE FLAMMABLE ART ,FLAMMBL APPAREL
827,GB 514            ,M,UNAUTH ISSUANCE CREDIT CARD   ,CREDIT CARDS   
827,GB 515            ,M,CREDIT CRD VIOL/TRUTH LNDNG AC,CREDIT CARDS   
827,GB 533            ,M,VIOL RE USED RADIO/TV TUBE    ,RADIO TV TUBES 
827,GB 534            ,M,VIOL RE USED RADIO/TV TUBE    ,RADIO TV TUBES 
827,GB 552            ,M,NOTES GIVEN FOR PATENT-RIGHTS ,PATENT VIOLATN 
827,GB 553            ,M,NOTE GIVEN FOR SPEC CONSIDRATN,PATENT RIGHTS  
827,GB 582            ,M,UNLAWFUL ADVERTISEMENT OF SALE,UNLAW ADVERTSMT
827,GB 583            ,M,IMPROP SALE LICENSE APLICATION,APPLICAT REQUIR
827,GB 585            ,M,ILL BRANCH/WAREHSE SALE PARTIC,STORS/WARHOUSES
827,GB 586            ,M,ILL ADDITN/COMMINGLNG OF GOODS,COMINGLNG GOODS
827,GB 587            ,M,SALE AFTER REVOCATION OF LICEN,SALE W/O LICENS
827,GB 589            ,M,FAILURE POST INVENTORY/LICENSE,INVENTORY LICNS
827,GB 591            ,M,UNLAW OPEN OF SIMILAR BUSINESS,UNLAW BUSINESS 
827,GB 592            ,M,FAILURE KEEP SUITABLE RECORDS ,RECORDS VIOL   
827,GB 601            ,M,PRIN CREDITOR PROHIBITED  PRAC,PROH PRACTICES 
827,GB 782            ,M,UNREG HEARING AID DEALER      ,H/AID DEALR VIO
827,GB 851-A          ,M,MANUFACTURE DRUG RELATED PARA ,MAN DRUG REL PA
827,GB 897            ,M,VIOL 18 USC 922(T)GUN REG     ,FIREARM VIOL   
836,NAV045      01    ,M,SPEDING/RECKLESS OPERATION    ,SPEED/RECL OPER
836,NAV049A     02A   ,M,OP VESSEL IMPAIR ALCOH-2ND OFF,OPER VSL IMP 2 
836,NAV049A     02B   ,F,OPER VSL .10 OF 1% ALCOHOL 3RD,OPER VSL INTOX 
836,NAV049A     02C   ,F,OPER PUB VSL .04 OF 1% ALC 3RD,OPER VSL INTOX 
836,NAV049A     02D   ,M,OP VESSEL WHILE INTOX-1ST/2ND ,OP VESSEL INTOX
836,NAV049A     02E   ,M,OP VESSEL IMPAIR DRUGS-1ST/2ND,OP VESSEL-DRUGS
836,NAV049-A    04A   ,M,OPER VESSEL UNDER SUSPENSION  ,NAVIGATION VIOL
837,NAV047      01    ,M,VESSEL OPER FAIL STOP-1ST OFF ,NAVIGATION VIOL
837,NAV047      02    ,V,VESSEL OPER FAIL REPORT ACCDNT,NAVIGATION VIOL
841,PHL0012-B         ,M,WILFUL VIOL OF HEALTH LAWS    ,VIOL PHL LAWS  
841,PHL0012-C         ,M,OBSTRUCTING HEALTH OFFICER    ,OBST HLTH OFF  
841,PHL0206-A         ,M,DISCRIM IN HOSPITAL STAFFING  ,DSCRM HSP STAFF
841,PHL0348           ,M,VIOL HEALTH DIST SANITARY CODE,SANITRY CDE VIO
841,PHL0373           ,M,VIOLATING A CITY SANITARY CODE,SANITRY CDE VIO
841,PHL0504           ,M,UNAUTHORIZED ANIMAL EXPERIMENT,ILL ANML EXP   
841,PHL0505-A         ,M,IMPROPER PURCHASE: TEST ANIMAL,TST ANML VIO   
841,PHL0572           ,M,UNAUTH ACTING AS LAB DIRECTOR ,LABORATORY VIO 
841,PHL0574           ,M,OPERATING LAB WITHOUT PERMIT  ,LABORATORY VIO 
841,PHL0578           ,M,INVAL CERT/PERMT FOR LABORTORY,LABORATORY VIO 
841,PHL1103           ,M,CONTAMINATING PUB WATER SUPPLY,WATER SPLY CONT
841,PHL1300-A         ,M,NOISOME BUSINESS ON HIGHWAY   ,NUISANCE VIO   
841,PHL1300-B         ,M,THROWNG REFUSE INTO PUB WATERS,SANITATION VIO 
841,PHL1335           ,M,UNLAWFUL SLAUGHTERWORKS       ,UNL SLGHTRWRKS 
841,PHL1340           ,M,MAINT UNSANITARY BATHING PLACE,BATHING EST VIO
841,PHL1345           ,M,IMPROPR HOTEL PLUMBNG/VENTLATN,HOTEL SANIT VIO
841,PHL1346           ,M,IMPROPER HOTEL BEDDING        ,HOTEL SANIT VIO
841,PHL1347           ,M,HOTEL OBSTRUCTING INSPECTION  ,HOTEL SANIT VIO
841,PHL1351           ,M,FOOD PLACE HINDERING INSPECTN ,FOOD HNDL VIO  
841,PHL1352           ,M,IMPROPER FOOD PLACE SANITATION,FOOD HNDL VIO  
841,PHL1420           ,M,IMPORTING MILK WITHOUT PERMIT ,MLK CNTRL VIO  
841,PHL1527           ,M,OBSTRUCTING MOSQUITO COMMISSN ,INSCT CNTRL VIO
841,PHL1531           ,M,IRREG MOSQUITO COMM EXPNDTRE  ,INSCT CNTRL VIO
841,PHL2101           ,M,DR FAIL REPT COMMNCBL DISEASE ,COMNCBL DIS VIO
