,X,age_group,arrest_boro,arrest_date,arrest_key,arrest_precinct,jurisdiction_code,ky_cd,latitude,law_cat_cd,law_code,longitude,ofns_desc,pd_cd,pd_desc,perp_race,perp_sex,x_coord_cd,y_coord_cd,year,month,Marijuana,Sale,Intent,School
6804,6804,25-44,S,1/5/15,140430146,120,0,235,40.63968673,M,PL 2200300,-74.07744128,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,962758,172338,2015,1,0,0,0,0
6805,6805,45-64,S,1/5/15,140433018,122,0,235,40.57226428,M,PL 2200300,-74.09136539,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,958868,147778,2015,1,0,0,0,0
6806,6806,45-64,S,1/3/15,140409677,120,0,235,40.62781408,M,PL 2200300,-74.0795422,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962171,168013,2015,1,0,0,0,0
6807,6807,25-44,S,1/3/15,140409671,123,0,235,40.52128747,M,PL 2200300,-74.19813913,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,929163,129255,2015,1,0,0,0,0
6808,6808,25-44,S,1/3/15,140411515,120,0,235,40.63775535,M,PL 2200300,-74.07601942,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,963152,171634,2015,1,0,0,0,0
6809,6809,45-64,S,1/3/15,140409672,120,0,117,40.62781408,F,PL 2203405,-74.0795422,DANGEROUS DRUGS,520,"CONTROLLED SUBSTANCE, SALE 4",BLACK,F,962171,168013,2015,1,0,1,0,0
6810,6810,18-24,S,1/3/15,140409675,123,0,235,40.52128747,M,PL 2211500,-74.19813913,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,929163,129255,2015,1,1,0,0,0
6811,6811,25-44,S,1/3/15,140409673,120,0,117,40.62461087,F,PL 2203901,-74.07959962,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE HISPANIC,M,962154,166846,2015,1,0,1,0,0
6812,6812,25-44,S,1/3/15,140409674,120,0,117,40.6271465,F,PL 2203901,-74.07638199,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,M,963048,167769,2015,1,0,1,0,0
6813,6813,25-44,S,1/3/15,140411514,122,0,235,40.59279496,M,PL 2200300,-74.06832042,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,965276,155252,2015,1,0,0,0,0
6814,6814,25-44,S,1/3/15,140409676,120,0,235,40.62693962,M,PL 2200300,-74.07790202,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,962626,167694,2015,1,0,0,0,0
6815,6815,25-44,S,1/2/15,140400889,121,0,117,40.63675462,F,PL 2200601,-74.13470815,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE HISPANIC,M,946863,171289,2015,1,0,0,1,0
6816,6816,25-44,S,1/2/15,140400887,121,0,117,40.63675462,F,PL 2200601,-74.13470815,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,F,946863,171289,2015,1,0,0,1,0
6817,6817,45-64,S,1/2/15,140400888,122,0,117,40.59167978,F,PL 2201601,-74.06494191,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,966214,154845,2015,1,0,0,1,0
6818,6818,25-44,S,1/2/15,140400893,120,0,117,40.64502275,F,PL 2201601,-74.07721685,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962822,174282,2015,1,0,0,1,0
6819,6819,25-44,S,1/2/15,140400886,122,0,235,40.59167978,M,PL 2200300,-74.06494191,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,966214,154845,2015,1,0,0,0,0
6820,6820,18-24,S,1/1/15,140394496,122,0,235,40.59836029,M,PL 2200300,-74.06552817,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,966053,157279,2015,1,0,0,0,0
6821,6821,25-44,S,1/1/15,140392659,120,0,235,40.6390923,M,PL 2200300,-74.07566062,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,963252,172121,2015,1,0,0,0,0
6822,6822,18-24,S,1/1/15,140392660,123,0,117,40.52550223,F,PL 2201601,-74.2156081,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,924310,130802,2015,1,0,0,1,0
6823,6823,25-44,S,1/1/15,140394494,121,0,117,40.63519918,F,PL 2201601,-74.13397722,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,947065,170722,2015,1,0,0,1,0
6824,6824,25-44,S,1/1/15,140394493,121,0,235,40.6369278,M,PL 2200300,-74.15210762,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,942034,171360,2015,1,0,0,0,0
6825,6825,25-44,S,1/1/15,140394495,121,0,235,40.63535418,M,PL 2200300,-74.13521695,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,946721,170779,2015,1,0,0,0,0
6826,6826,25-44,S,1/1/15,140394499,122,0,235,40.56518339,M,PL 2200300,-74.11500949,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,952296,145206,2015,1,0,0,0,0
6827,6827,25-44,S,12/31/14,140381407,121,0,235,40.631165,M,PL 2200300,-74.14691375,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,943472,169258,2014,12,0,0,0,0
6828,6828,25-44,S,12/30/14,140366546,123,0,235,40.54286928,M,PL 2200300,-74.17311441,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,936136,137103,2014,12,0,0,0,0
6829,6829,18-24,S,12/30/14,140366550,122,0,235,40.59431497,M,PL 2200300,-74.06461681,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,966305,155805,2014,12,0,0,0,0
6830,6830,45-64,S,12/30/14,140366543,121,0,235,40.63603431,M,PL 2200300,-74.13335557,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,947238,171026,2014,12,0,0,0,0
6831,6831,25-44,S,12/30/14,140366541,121,0,235,40.62322682,M,PL 2214000,-74.14922697,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,942825,166367,2014,12,1,1,0,0
6832,6832,25-44,S,12/30/14,140366544,121,0,235,40.63603431,M,PL 2200300,-74.13335557,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,947238,171026,2014,12,0,0,0,0
6833,6833,45-64,S,12/30/14,140366547,123,0,117,40.54286928,F,PL 2203901,-74.17311441,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,M,936136,137103,2014,12,0,1,0,0
6834,6834,25-44,S,12/29/14,140345987,122,0,117,40.60101326,F,PL 2200601,-74.07644933,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE HISPANIC,F,963021,158248,2014,12,0,0,1,0
6835,6835,25-44,S,12/20/14,140263328,123,0,117,40.53041004,F,PL 2200601,-74.20508741,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,F,927239,132583,2014,12,0,0,1,0
6836,6836,25-44,S,12/20/14,140261845,123,0,235,40.51913451,M,PL 2200300,-74.19713647,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,929440,128470,2014,12,0,0,0,0
6837,6837,25-44,S,12/20/14,140263327,123,0,117,40.53041004,F,PL 2201601,-74.20508741,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,927239,132583,2014,12,0,0,1,0
6838,6838,25-44,S,12/20/14,140261843,123,0,117,40.51913451,F,PL 2203901,-74.19713647,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,F,929440,128470,2014,12,0,1,0,0
6839,6839,45-64,S,12/20/14,140261847,123,0,117,40.51913451,F,PL 2203901,-74.19713647,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,M,929440,128470,2014,12,0,1,0,0
6840,6840,25-44,S,12/20/14,140261846,123,0,235,40.51913451,M,PL 2200300,-74.19713647,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,929440,128470,2014,12,0,0,0,0
6841,6841,18-24,S,12/20/14,140261844,123,0,235,40.51850332,M,PL 2200300,-74.19706627,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,929459,128240,2014,12,0,0,0,0
6842,6842,25-44,S,12/19/14,140254769,122,1,117,40.57383468,F,PL 2201601,-74.09430484,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,958052,148351,2014,12,0,0,1,0
6843,6843,25-44,S,12/19/14,140254768,122,0,235,40.5927064,M,PL 2200300,-74.07808172,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,962565,155222,2014,12,0,0,0,0
6844,6844,25-44,S,12/19/14,140254770,122,0,235,40.57383468,M,PL 2200300,-74.09430484,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,958052,148351,2014,12,0,0,0,0
6845,6845,45-64,S,12/19/14,140254766,122,0,117,40.5927064,F,PL 2201601,-74.07808172,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,962565,155222,2014,12,0,0,1,0
6846,6846,45-64,S,12/18/14,140240055,120,0,235,40.63959987,M,PL 2200300,-74.07597828,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,963164,172306,2014,12,0,0,0,0
6847,6847,25-44,S,12/18/14,140240052,121,0,235,40.60317136,M,PL 2214000,-74.16280559,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,939042,159067,2014,12,1,1,0,0
6848,6848,25-44,S,12/18/14,140240050,122,0,117,40.54954604,F,PL 2201601,-74.15073565,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,942360,139524,2014,12,0,0,1,0
6849,6849,18-24,S,12/18/14,140240051,122,0,117,40.54954604,F,PL 2200604,-74.15073565,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE,M,942360,139524,2014,12,0,0,0,0
6850,6850,25-44,S,12/18/14,140240060,123,0,235,40.5134014,M,PL 2200300,-74.24256005,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,916805,126413,2014,12,0,0,0,0
6851,6851,18-24,S,12/17/14,140224682,123,0,235,40.56433784,M,PL 2211001,-74.18627809,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",ASIAN/PAC.ISL,M,932494,144932,2014,12,1,0,0,0
6852,6852,25-44,S,12/17/14,140221624,120,0,235,40.6390923,M,PL 2200300,-74.07566062,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,963252,172121,2014,12,0,0,0,0
6853,6853,25-44,S,12/17/14,140224683,121,0,235,40.59199507,M,PL 2200300,-74.16241468,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,939143,154995,2014,12,0,0,0,0
6854,6854,18-24,S,12/17/14,140224684,123,0,235,40.56433784,M,PL 2211001,-74.18627809,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",ASIAN/PAC.ISL,M,932494,144932,2014,12,1,0,0,0
6855,6855,65+,S,12/17/14,140224685,120,0,235,40.63775535,M,PL 2200300,-74.07601942,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,963152,171634,2014,12,0,0,0,0
6856,6856,18-24,S,12/16/14,140209026,121,0,235,40.62685826,M,PL 2214000,-74.13115412,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,947844,167682,2014,12,1,1,0,0
6857,6857,25-44,S,12/16/14,140209028,122,0,235,40.59318373,M,PL 2200300,-74.08238869,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,961369,155397,2014,12,0,0,0,0
6858,6858,45-64,S,12/15/14,140192202,120,2,235,40.62314011,M,PL 2213500,-74.08284714,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,961252,166311,2014,12,1,1,0,0
6859,6859,45-64,S,12/15/14,140192203,120,2,235,40.62314011,M,PL 2211001,-74.08284714,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,961252,166311,2014,12,1,0,0,0
6860,6860,25-44,S,12/14/14,140177613,121,0,235,40.61494642,M,PL 2211001,-74.16672793,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,937961,163359,2014,12,1,0,0,0
6861,6861,18-24,S,12/14/14,140177614,121,0,235,40.61494642,M,PL 2211001,-74.16672793,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,937961,163359,2014,12,1,0,0,0
6862,6862,25-44,S,12/13/14,140169648,121,0,235,40.63506923,M,PL 2211001,-74.14162962,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,944941,170678,2014,12,1,0,0,0
6863,6863,45-64,S,12/13/14,140169652,120,0,235,40.63968673,M,PL 2200300,-74.07744128,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962758,172338,2014,12,0,0,0,0
6864,6864,25-44,S,12/12/14,140159626,120,0,235,40.64075492,M,PL 2200300,-74.07674709,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,962951,172727,2014,12,0,0,0,0
6865,6865,25-44,S,12/12/14,140157156,121,0,235,40.63671443,M,PL 2200300,-74.14517489,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,943958,171279,2014,12,0,0,0,0
6866,6866,18-24,S,12/12/14,140157154,120,97,235,40.62559904,M,PL 2200300,-74.08340137,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,961099,167207,2014,12,0,0,0,0
6867,6867,25-44,S,12/12/14,140159622,123,0,117,40.54187084,F,PL 2201601,-74.16710688,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,937805,136736,2014,12,0,0,1,0
6868,6868,25-44,S,12/12/14,140159620,123,0,117,40.54187084,F,PL 2201601,-74.16710688,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,937805,136736,2014,12,0,0,1,0
6869,6869,25-44,S,12/12/14,140157158,121,0,235,40.58230199,M,PL 2200300,-74.1689361,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,937325,151467,2014,12,0,0,0,0
6870,6870,25-44,S,12/12/14,140157157,121,0,235,40.63671443,M,PL 2200300,-74.14517489,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,943958,171279,2014,12,0,0,0,0
6871,6871,25-44,S,12/12/14,140157161,120,0,117,40.6362053,F,PL 2201601,-74.11480042,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,952388,171081,2014,12,0,0,1,0
6872,6872,18-24,S,12/11/14,140144881,121,0,235,40.57244953,M,PL 2200300,-74.16985067,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,937064,147878,2014,12,0,0,0,0
6873,6873,25-44,S,12/11/14,140144882,121,0,235,40.57244953,M,PL 2200300,-74.16985067,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,937064,147878,2014,12,0,0,0,0
6874,6874,18-24,S,12/11/14,140142076,121,0,235,40.62318838,M,PL 2200300,-74.1492377,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,942822,166353,2014,12,0,0,0,0
6875,6875,25-44,S,12/11/14,140144880,123,0,235,40.54633456,M,PL 2214000,-74.17223823,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,936382,138365,2014,12,1,1,0,0
6876,6876,25-44,S,12/11/14,140142077,121,0,117,40.63462078,F,PL 2203901,-74.13567663,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,F,946593,170512,2014,12,0,1,0,0
6877,6877,25-44,S,12/10/14,140129311,121,0,235,40.63443381,M,PL 2200300,-74.14493574,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,944023,170448,2014,12,0,0,0,0
6878,6878,25-44,S,12/10/14,140129304,121,0,235,40.63458363,M,PL 2211001,-74.1458404,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,943772,170503,2014,12,1,0,0,0
6879,6879,18-24,S,12/9/14,140114834,121,0,235,40.60889096,M,PL 2211001,-74.15323585,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,941703,161146,2014,12,1,0,0,0
6880,6880,25-44,S,12/9/14,140114830,121,0,117,40.58760033,F,PL 2203901,-74.15468116,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,M,941288,153390,2014,12,0,1,0,0
6881,6881,25-44,S,12/9/14,140114831,121,0,235,40.58760033,M,PL 2200300,-74.15468116,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,941288,153390,2014,12,0,0,0,0
6882,6882,25-44,S,12/9/14,140111657,121,0,117,40.63761419,F,PL 2201601,-74.13894351,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK HISPANIC,M,945688,171604,2014,12,0,0,1,0
6883,6883,45-64,S,12/8/14,140099618,120,0,117,40.62717424,F,PL 2201602,-74.07594252,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK HISPANIC,M,963170,167779,2014,12,0,0,1,0
6884,6884,45-64,S,12/8/14,140099616,120,0,235,40.62717424,M,PL 2200300,-74.07594252,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,963170,167779,2014,12,0,0,0,0
6885,6885,18-24,S,12/6/14,140077424,120,0,235,40.61261363,M,PL 2211001,-74.08312222,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,F,961172,162476,2014,12,1,0,0,0
6886,6886,25-44,S,12/4/14,140052831,120,0,235,40.63522503,M,PL 2200300,-74.10664164,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,954652,170721,2014,12,0,0,0,0
6887,6887,25-44,S,12/3/14,139933369,120,0,235,40.62742117,M,PL 2204500,-74.0760905,DANGEROUS DRUGS,509,POSSESSION HYPODERMIC INSTRUMENT,WHITE,M,963129,167869,2014,12,0,0,0,0
6888,6888,25-44,S,12/3/14,139937307,122,0,235,40.57478161,M,PL 2200300,-74.0976179,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,957132,148697,2014,12,0,0,0,0
6889,6889,18-24,S,12/3/14,139937305,123,0,117,40.51657952,F,PL 2200601,-74.19687717,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,F,929510,127539,2014,12,0,0,1,0
6890,6890,25-44,S,12/3/14,139937308,122,0,235,40.55161462,M,PL 2200300,-74.15961049,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,939895,140282,2014,12,0,0,0,0
6891,6891,25-44,S,12/2/14,139919768,120,0,235,40.64075492,M,PL 2200300,-74.07674709,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,962951,172727,2014,12,0,0,0,0
6892,6892,25-44,S,12/2/14,139919767,122,0,235,40.59606296,M,PL 2200300,-74.07007377,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,964790,156443,2014,12,0,0,0,0
6893,6893,25-44,S,12/2/14,139919766,122,0,235,40.59606296,M,PL 2200300,-74.07007377,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,F,964790,156443,2014,12,0,0,0,0
6894,6894,18-24,S,11/30/14,139883483,120,0,235,40.6391844,M,PL 2211001,-74.12182452,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,950440,172169,2014,11,1,0,0,0
6895,6895,18-24,S,11/29/14,139872731,121,0,117,40.63686776,F,PL 2201601,-74.13418954,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,947007,171330,2014,11,0,0,1,0
6896,6896,45-64,S,11/29/14,139875025,120,0,117,40.64075492,F,PL 2203901,-74.07674709,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,F,962951,172727,2014,11,0,1,0,0
6897,6897,45-64,S,11/29/14,139872727,122,0,117,40.56518339,F,PL 2201601,-74.11500949,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,952296,145206,2014,11,0,0,1,0
6898,6898,18-24,S,11/29/14,139868931,121,0,235,40.63217333,M,PL 2211002,-74.16633142,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,938083,169635,2014,11,1,0,0,0
6899,6899,18-24,S,11/29/14,139868932,121,0,235,40.63217333,M,PL 2211002,-74.16633142,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,938083,169635,2014,11,1,0,0,0
6900,6900,18-24,S,11/29/14,139868930,121,0,235,40.58846123,M,PL 2211001,-74.19008984,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,F,931454,153723,2014,11,1,0,0,0
6901,6901,18-24,S,11/29/14,139872732,120,0,678,40.63696283,V,PL 2210500,-74.11755085,MISCELLANEOUS PENAL LAW,566,"MARIJUANA, POSSESSION",BLACK,M,951625,171358,2014,11,1,0,0,0
6902,6902,18-24,S,11/29/14,139872730,123,0,117,40.51913451,F,PL 2201601,-74.19713647,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,929440,128470,2014,11,0,0,1,0
6903,6903,25-44,S,11/29/14,139875026,120,0,235,40.64075492,M,PL 2200300,-74.07674709,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962951,172727,2014,11,0,0,0,0
6904,6904,18-24,S,11/29/14,139872729,123,0,117,40.51913451,F,PL 2201601,-74.19713647,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,929440,128470,2014,11,0,0,1,0
6905,6905,18-24,S,11/29/14,139875028,120,0,235,40.63681897,M,PL 2211001,-74.11865313,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,F,951319,171306,2014,11,1,0,0,0
6906,6906,25-44,S,11/29/14,139872728,122,0,235,40.56518339,M,PL 2200300,-74.11500949,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,952296,145206,2014,11,0,0,0,0
6907,6907,25-44,S,11/28/14,139865995,121,0,235,40.63227161,M,PL 2200300,-74.13767141,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,946038,169657,2014,11,0,0,0,0
6908,6908,25-44,S,11/28/14,139866001,122,0,235,40.591459,M,PL 2214000,-74.07157759,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,964371,154766,2014,11,1,1,0,0
6909,6909,25-44,S,11/28/14,139865994,121,0,235,40.58585969,M,PL 2200300,-74.19629655,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,929728,152779,2014,11,0,0,0,0
6910,6910,45-64,S,11/26/14,139838129,122,0,235,40.58977065,M,PL 2200300,-74.1011899,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,956146,154159,2014,11,0,0,0,0
6911,6911,18-24,S,11/26/14,139846540,121,0,235,40.62907429,M,PL 2200300,-74.16644979,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,938048,168506,2014,11,0,0,0,0
6912,6912,25-44,S,11/26/14,139838130,123,0,235,40.53106804,M,PL 2205002,-74.16464447,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE,F,938482,132799,2014,11,0,0,1,0
6913,6913,25-44,S,11/26/14,139838128,122,0,235,40.58977065,M,PL 2200300,-74.1011899,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK HISPANIC,M,956146,154159,2014,11,0,0,0,0
6914,6914,18-24,S,11/26/14,139846539,121,0,235,40.62907429,M,PL 2200300,-74.16644979,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,938048,168506,2014,11,0,0,0,0
6915,6915,18-24,S,11/25/14,139829680,120,0,235,40.64361084,M,PL 2214000,-74.07882594,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE HISPANIC,M,962375,173768,2014,11,1,1,0,0
6916,6916,25-44,S,11/25/14,139829674,123,0,235,40.54470706,M,PL 2200300,-74.16841648,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,937443,137770,2014,11,0,0,0,0
6917,6917,25-44,S,11/25/14,139829681,120,0,235,40.64212733,M,PL 2200300,-74.07671984,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,962959,173227,2014,11,0,0,0,0
6918,6918,18-24,S,11/25/14,139826100,122,0,235,40.57961968,M,PL 2200300,-74.09882375,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,956799,150460,2014,11,0,0,0,0
6919,6919,45-64,S,11/25/14,139826098,121,0,235,40.62318838,M,PL 2200300,-74.1492377,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,942822,166353,2014,11,0,0,0,0
6920,6920,45-64,S,11/25/14,139829677,122,0,235,40.60482871,M,PL 2200300,-74.07617279,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,963099,159638,2014,11,0,0,0,0
