"","X","age_group","arrest_boro","arrest_date","arrest_key","arrest_precinct","jurisdiction_code","ky_cd","latitude","law_cat_cd","law_code","longitude","ofns_desc","pd_cd","pd_desc","perp_race","perp_sex","x_coord_cd","y_coord_cd","year","month"
"8395",8395,"18-24","S","2014-06-03",137057777,123,0,235,40.551433988,"M","PL 2211001",-74.198048608,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",929213,140238,2014,6
"8396",8396,"45-64","S","2014-06-03",137057772,121,0,235,40.636744136,"M","PL 2200300",-74.134282972,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",946981,171285,2014,6
"8397",8397,"25-44","S","2014-06-03",137053932,120,0,117,40.645022746,"F","PL 2204301",-74.077216847,"DANGEROUS DRUGS",512,"CONTROLLED SUBSTANCE,SALE 1","BLACK","M",962822,174282,2014,6
"8398",8398,"18-24","S","2014-06-03",137053927,121,0,117,40.638183395,"F","PL 2201801",-74.131046668,"DANGEROUS DRUGS",501,"CONTROLLED SUBSTANCE,POSSESS 2","BLACK","F",947880,171808,2014,6
"8399",8399,"18-24","S","2014-06-03",137053906,120,0,117,40.638125991,"F","PL 2203901",-74.087466921,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",959975,171772,2014,6
"8400",8400,"18-24","S","2014-06-03",137053898,120,0,117,40.635259002,"F","PL 2203901",-74.089325891,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","F",959458,170728,2014,6
"8401",8401,"25-44","S","2014-06-03",137053925,121,0,117,40.638183395,"F","PL 2201801",-74.131046668,"DANGEROUS DRUGS",501,"CONTROLLED SUBSTANCE,POSSESS 2","BLACK","F",947880,171808,2014,6
"8402",8402,"25-44","S","2014-06-03",137047644,120,0,117,40.640983725,"F","PL 2212500",-74.086926573,"DANGEROUS DRUGS",568,"MARIJUANA, POSSESSION 1, 2 & 3","BLACK","F",960126,172813,2014,6
"8403",8403,"25-44","S","2014-06-03",137053896,121,0,117,40.63685091,"F","PL 2201601",-74.139129281,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","F",945636,171326,2014,6
"8404",8404,"25-44","S","2014-06-03",137053897,120,0,117,40.635259002,"F","PL 2201601",-74.089325891,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",959458,170728,2014,6
"8405",8405,"25-44","S","2014-06-03",137053931,120,0,117,40.645022746,"F","PL 2204301",-74.077216847,"DANGEROUS DRUGS",512,"CONTROLLED SUBSTANCE,SALE 1","BLACK","M",962822,174282,2014,6
"8406",8406,"25-44","S","2014-06-03",137053895,120,0,117,40.644752079,"F","PL 2201601",-74.087241382,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",960040,174186,2014,6
"8407",8407,"25-44","S","2014-06-03",137047648,120,0,235,40.647128347,"M","PL 2205002",-74.088181423,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","BLACK","M",959780,175052,2014,6
"8408",8408,"18-24","S","2014-06-03",137047645,120,0,117,40.640983725,"F","PL 2212500",-74.086926573,"DANGEROUS DRUGS",568,"MARIJUANA, POSSESSION 1, 2 & 3","BLACK","M",960126,172813,2014,6
"8409",8409,"18-24","S","2014-06-03",137053907,120,0,117,40.638125991,"F","PL 2203901",-74.087466921,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",959975,171772,2014,6
"8410",8410,"25-44","S","2014-06-03",137053893,120,0,117,40.641631625,"F","PL 2201601",-74.08675446,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",960174,173049,2014,6
"8411",8411,"25-44","S","2014-06-03",137053921,120,0,117,40.642706481,"F","PL 2201601",-74.076716903,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962960,173438,2014,6
"8412",8412,"25-44","S","2014-06-03",137053909,120,0,117,40.639092296,"F","PL 2203901",-74.075660624,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","WHITE HISPANIC","M",963252,172121,2014,6
"8413",8413,"25-44","S","2014-06-03",137053923,120,0,117,40.641594047,"F","PL 2203901",-74.077901109,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",962631,173033,2014,6
"8414",8414,"25-44","S","2014-06-03",137053924,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961580,163524,2014,6
"8415",8415,"18-24","S","2014-06-03",137053935,122,0,117,40.592375111,"F","PL 2201601",-74.076839108,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE HISPANIC","M",962910,155101,2014,6
"8416",8416,"45-64","S","2014-06-03",137047646,120,0,235,40.647128347,"M","PL 2205002",-74.088181423,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","BLACK","M",959780,175052,2014,6
"8417",8417,"18-24","S","2014-06-03",137053936,122,0,235,40.592375111,"M","PL 2200300",-74.076839108,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",962910,155101,2014,6
"8418",8418,"25-44","S","2014-06-03",137053919,120,0,235,40.642981531,"M","PL 2211001",-74.079909806,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",962074,173539,2014,6
"8419",8419,"18-24","S","2014-06-03",137057759,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961580,163524,2014,6
"8420",8420,"25-44","S","2014-06-03",137057775,121,0,117,40.636767843,"F","PL 2201601",-74.135133338,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",946745,171294,2014,6
"8421",8421,"25-44","S","2014-06-03",137053918,120,0,235,40.615491223,"M","PL 2200300",-74.08165623,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",961580,163524,2014,6
"8422",8422,"25-44","S","2014-06-03",137053904,120,0,117,40.632891042,"F","PL 2203901",-74.076831718,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",962925,169862,2014,6
"8423",8423,"18-24","S","2014-06-03",137057770,121,0,235,40.624998356,"M","PL 2211001",-74.144025459,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","ASIAN/PAC.ISL","F",944270,167010,2014,6
"8424",8424,"25-44","S","2014-06-02",137044976,120,0,235,40.617797241,"M","PL 2211001",-74.081104341,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK HISPANIC","M",961734,164364,2014,6
"8425",8425,"18-24","S","2014-06-02",137040445,123,0,117,40.50503842,"F","PL 2201601",-74.24745976,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",915434,123370,2014,6
"8426",8426,"18-24","S","2014-06-02",137044977,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961580,163524,2014,6
"8427",8427,"<18","S","2014-06-02",137044975,120,0,235,40.617797241,"M","PL 2211001",-74.081104341,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961734,164364,2014,6
"8428",8428,"25-44","S","2014-06-02",137053910,121,0,117,40.623226819,"F","PL 2201601",-74.149226973,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",942825,166367,2014,6
"8429",8429,"45-64","S","2014-05-31",137013007,122,0,235,40.603187226,"M","PL 2205002",-74.07631497,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","WHITE","F",963059,159040,2014,5
"8430",8430,"25-44","S","2014-05-31",137015148,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961580,163524,2014,5
"8431",8431,"18-24","S","2014-05-31",137009369,122,0,235,40.575264137,"M","PL 2204500",-74.121257966,"DANGEROUS DRUGS",509,"POSSESSION HYPODERMIC INSTRUMENT","WHITE HISPANIC","F",950565,148881,2014,5
"8432",8432,"<18","S","2014-05-31",137015150,121,0,235,40.606723628,"M","PL 2214000",-74.164384474,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","WHITE","M",938606,160362,2014,5
"8433",8433,"18-24","S","2014-05-31",137007565,123,0,235,40.541865072,"M","PL 2200300",-74.206119186,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",926962,136757,2014,5
"8434",8434,"25-44","S","2014-05-31",137015141,121,0,235,40.589615091,"M","PL 2211001",-74.187785205,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE HISPANIC","M",932095,154142,2014,5
"8435",8435,"18-24","S","2014-05-31",137015144,122,0,235,40.575426974,"M","PL 2211001",-74.093929118,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK HISPANIC","M",958157,148931,2014,5
"8436",8436,"<18","S","2014-05-31",137015151,121,0,235,40.60610896,"M","PL 2211001",-74.164267716,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",938638,160138,2014,5
"8437",8437,"18-24","S","2014-05-31",137015149,123,0,235,40.51913451,"M","PL 2200300",-74.197136465,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",929440,128470,2014,5
"8438",8438,"25-44","S","2014-05-30",137005156,123,0,235,40.556140326,"M","PL 2200300",-74.203345446,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",927745,141956,2014,5
"8439",8439,"<18","S","2014-05-30",137002216,121,0,235,40.627159881,"M","PL 2211001",-74.165439914,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",938327,167808,2014,5
"8440",8440,"25-44","S","2014-05-30",137005174,120,0,235,40.637224603,"M","PL 2200300",-74.08148826,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",961634,171442,2014,5
"8441",8441,"25-44","S","2014-05-30",137005159,121,0,117,40.623188378,"F","PL 2200601",-74.149237695,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",942822,166353,2014,5
"8442",8442,"25-44","S","2014-05-30",137005170,123,0,235,40.519630684,"M","PL 2200300",-74.22013903,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK HISPANIC","M",923045,128666,2014,5
"8443",8443,"25-44","S","2014-05-30",137005177,121,0,235,40.623188378,"M","PL 2200300",-74.149237695,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",942822,166353,2014,5
"8444",8444,"25-44","S","2014-05-30",137005179,123,0,235,40.523861709,"M","PL 2211500",-74.199956035,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",928660,130194,2014,5
"8445",8445,"45-64","S","2014-05-30",137005167,121,0,235,40.636830609,"M","PL 2200300",-74.137752877,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",946018,171318,2014,5
"8446",8446,"45-64","S","2014-05-30",137005184,121,0,235,40.634807567,"M","PL 2200300",-74.135554514,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK HISPANIC","M",946627,170580,2014,5
"8447",8447,"18-24","S","2014-05-30",137002220,121,0,235,40.633652289,"M","PL 2211001",-74.142141819,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",944798,170162,2014,5
"8448",8448,"45-64","S","2014-05-30",137002210,122,0,235,40.593548201,"M","PL 2200300",-74.066326401,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",965830,155526,2014,5
"8449",8449,"65+","S","2014-05-30",137002223,123,0,235,40.542591895,"M","PL 2211001",-74.218300551,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",923577,137030,2014,5
"8450",8450,"25-44","S","2014-05-30",137005162,121,0,117,40.623188378,"F","PL 2200601",-74.149237695,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",942822,166353,2014,5
"8451",8451,"25-44","S","2014-05-30",137005180,123,0,117,40.527646606,"F","PL 2215000",-74.201647233,"DANGEROUS DRUGS",570,"MARIJUANA, SALE 1, 2 & 3","WHITE","M",928193,131574,2014,5
"8452",8452,"25-44","S","2014-05-30",137005175,120,0,235,40.637224603,"M","PL 2200300",-74.08148826,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",961634,171442,2014,5
"8453",8453,"25-44","S","2014-05-30",137005181,120,0,235,40.634086004,"M","PL 2200300",-74.123069018,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",950092,170312,2014,5
"8454",8454,"25-44","S","2014-05-30",137005182,121,0,235,40.634807567,"M","PL 2200300",-74.135554514,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","F",946627,170580,2014,5
"8455",8455,"25-44","S","2014-05-30",137005169,123,0,235,40.53524944,"M","PL 2200300",-74.21976956,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",923162,134356,2014,5
"8456",8456,"45-64","S","2014-05-29",136988156,123,0,117,40.512038254,"F","PL 2200601",-74.249754952,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",914803,125922,2014,5
"8457",8457,"25-44","S","2014-05-29",136988173,121,0,235,40.63165017,"M","PL 2211001",-74.161718581,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",939363,169442,2014,5
"8458",8458,"25-44","S","2014-05-29",136988159,120,0,117,40.639351172,"F","PL 2203901",-74.086135351,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",960345,172218,2014,5
"8459",8459,"25-44","S","2014-05-29",136988157,120,0,235,40.611549763,"M","PL 2200300",-74.064255316,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",966410,162084,2014,5
"8460",8460,"<18","S","2014-05-29",136988172,123,0,235,40.502783638,"M","PL 2211001",-74.251831138,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",914216,122552,2014,5
"8461",8461,"25-44","S","2014-05-29",136988160,120,0,235,40.618792931,"M","PL 2214000",-74.082049292,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",961472,164727,2014,5
"8462",8462,"18-24","S","2014-05-29",136988167,121,0,117,40.604389681,"F","PL 2200906",-74.161119556,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","WHITE","M",939511,159510,2014,5
"8463",8463,"18-24","S","2014-05-29",136984964,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK HISPANIC","M",961580,163524,2014,5
"8464",8464,"18-24","S","2014-05-29",136988155,123,0,235,40.551078667,"M","PL 2211001",-74.212560002,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",925180,140118,2014,5
"8465",8465,"18-24","S","2014-05-29",136988169,121,0,235,40.604389681,"M","PL 2211001",-74.161119556,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","F",939511,159510,2014,5
"8466",8466,"25-44","S","2014-05-29",136988161,120,0,117,40.639351172,"F","PL 2203901",-74.086135351,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",960345,172218,2014,5
"8467",8467,"18-24","S","2014-05-29",136988162,122,0,235,40.575816202,"M","PL 2200300",-74.123498014,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",949943,149083,2014,5
"8468",8468,"45-64","S","2014-05-29",136988163,120,0,117,40.63891522,"F","PL 2203901",-74.081731735,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","WHITE","M",961567,172058,2014,5
"8469",8469,"25-44","S","2014-05-29",136988164,122,0,235,40.564076824,"M","PL 2200300",-74.128353117,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",948588,144808,2014,5
"8470",8470,"18-24","S","2014-05-29",136972737,122,0,235,40.604628453,"M","PL 2211001",-74.091103565,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",958953,159569,2014,5
"8471",8471,"18-24","S","2014-05-29",136979479,122,0,235,40.604628453,"M","PL 2211001",-74.091103565,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",958953,159569,2014,5
"8472",8472,"<18","S","2014-05-29",136988168,123,0,235,40.502783638,"M","PL 2211001",-74.251831138,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",914216,122552,2014,5
"8473",8473,"18-24","S","2014-05-29",136988174,123,0,235,40.547475642,"M","PL 2200300",-74.169056743,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",937267,138779,2014,5
"8474",8474,"18-24","S","2014-05-29",136988158,120,0,235,40.607808725,"M","PL 2211001",-74.08139473,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961650,160725,2014,5
"8475",8475,"18-24","S","2014-05-29",136984963,120,0,235,40.615423403,"M","PL 2214000",-74.084350357,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",960832,163500,2014,5
"8476",8476,"18-24","S","2014-05-29",136972762,121,0,117,40.638984176,"F","PL 2201601",-74.171252305,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",936722,172119,2014,5
"8477",8477,"45-64","S","2014-05-28",136969911,122,0,117,40.594595697,"F","PL 2201601",-74.091748816,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",958770,155914,2014,5
"8478",8478,"45-64","S","2014-05-28",136969907,122,0,235,40.560802234,"M","PL 2200300",-74.11268783,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",952939,143609,2014,5
"8479",8479,"25-44","S","2014-05-28",136969909,123,0,235,40.548902878,"M","PL 2200300",-74.18511959,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",932804,139308,2014,5
"8480",8480,"25-44","S","2014-05-28",136969910,122,0,235,40.597153479,"M","PL 2205002",-74.085097869,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","WHITE","M",960618,156844,2014,5
"8481",8481,"25-44","S","2014-05-28",136952484,121,0,235,40.622443537,"M","PL 2200300",-74.150006914,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",942608,166082,2014,5
"8482",8482,"18-24","S","2014-05-28",136969908,122,0,235,40.561374046,"M","PL 2211001",-74.117281084,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",951663,143819,2014,5
"8483",8483,"<18","S","2014-05-28",136966188,120,0,235,40.609855736,"M","PL 2211001",-74.089590831,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",959375,161473,2014,5
"8484",8484,"45-64","S","2014-05-28",136969906,122,0,235,40.595385217,"M","PL 2200300",-74.06970578,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",964892,156196,2014,5
"8485",8485,"18-24","S","2014-05-28",136969904,120,0,235,40.622880712,"M","PL 2211001",-74.121474157,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",950529,166229,2014,5
"8486",8486,"25-44","S","2014-05-28",136969914,122,0,235,40.587306276,"M","PL 2200300",-74.097477789,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",957176,153260,2014,5
"8487",8487,"25-44","S","2014-05-27",136948998,120,0,235,40.608883423,"M","PL 2211001",-74.083157189,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961161,161117,2014,5
"8488",8488,"25-44","S","2014-05-27",136948999,120,0,235,40.608883423,"M","PL 2211001",-74.083157189,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961161,161117,2014,5
"8489",8489,"25-44","S","2014-05-27",136948997,121,0,235,40.638203956,"M","PL 2214000",-74.134631809,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",946885,171817,2014,5
"8490",8490,"<18","S","2014-05-27",136948994,121,0,235,40.636744136,"M","PL 2214000",-74.134282972,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",946981,171285,2014,5
"8491",8491,"18-24","S","2014-05-27",136948996,121,0,235,40.638203956,"M","PL 2211001",-74.134631809,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","F",946885,171817,2014,5
"8492",8492,"18-24","S","2014-05-27",136945661,120,0,235,40.642243826,"M","PL 2211001",-74.086603915,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960216,173272,2014,5
"8493",8493,"18-24","S","2014-05-25",136919228,121,0,235,40.640232699,"M","PL 2200300",-74.136668122,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","UNKNOWN","M",946321,172557,2014,5
"8494",8494,"18-24","S","2014-05-24",136911164,120,0,235,40.634491901,"M","PL 2211001",-74.118151787,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",951457,170458,2014,5
"8495",8495,"25-44","S","2014-05-24",136911166,121,0,117,40.588935377,"F","PL 2201601",-74.167617106,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",937696,153883,2014,5
"8496",8496,"18-24","S","2014-05-24",136908860,120,0,117,40.637492364,"F","PL 2205500",-74.086914819,"DANGEROUS DRUGS",531,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 1","WHITE","M",960128,171541,2014,5
"8497",8497,"25-44","S","2014-05-24",136908869,121,0,117,40.635747531,"F","PL 2203901",-74.132126383,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK HISPANIC","M",947579,170921,2014,5
"8498",8498,"25-44","S","2014-05-24",136908862,120,0,235,40.645022746,"M","PL 2214000",-74.077216847,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",962822,174282,2014,5
"8499",8499,"25-44","S","2014-05-24",136911165,123,0,235,40.51913451,"M","PL 2200300",-74.197136465,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",929440,128470,2014,5
"8500",8500,"45-64","S","2014-05-24",136911167,121,0,235,40.638418826,"M","PL 2200300",-74.131591203,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",947729,171894,2014,5
"8501",8501,"25-44","S","2014-05-24",136911163,121,0,235,40.637325503,"M","PL 2200300",-74.162355666,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",939190,171510,2014,5
"8502",8502,"45-64","S","2014-05-24",136911159,122,0,235,40.561180858,"M","PL 2200300",-74.104133736,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",955316,143744,2014,5
"8503",8503,"65+","S","2014-05-24",136908867,121,0,235,40.635747531,"M","PL 2200300",-74.132126383,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",947579,170921,2014,5
"8504",8504,"25-44","S","2014-05-23",136901006,123,0,235,40.552698216,"M","PL 2200300",-74.201852384,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",928157,140701,2014,5
"8505",8505,"25-44","S","2014-05-23",136901014,120,0,235,40.645893521,"M","PL 2200300",-74.091278827,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",958920,174603,2014,5
"8506",8506,"18-24","S","2014-05-23",136898099,120,0,235,40.615214578,"M","PL 2211001",-74.084649048,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960749,163424,2014,5
"8507",8507,"18-24","S","2014-05-23",136901016,123,0,235,40.541924761,"M","PL 2200300",-74.182182338,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",933615,136764,2014,5
"8508",8508,"45-64","S","2014-05-23",136901011,123,0,117,40.511586338,"F","PL 2201601",-74.249303727,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",914928,125757,2014,5
"8509",8509,"18-24","S","2014-05-23",136901012,123,0,117,40.531053635,"F","PL 2201601",-74.202805065,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",927874,132816,2014,5
"8510",8510,"45-64","S","2014-05-22",136873263,120,0,235,40.637001148,"M","PL 2200300",-74.114942308,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",952349,171371,2014,5
"8511",8511,"25-44","S","2014-05-22",136882544,120,0,235,40.623848889,"M","PL 2200300",-74.081979859,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",961493,166569,2014,5
"8512",8512,"25-44","S","2014-05-22",136879067,121,0,117,40.637614187,"F","PL 2201601",-74.138943513,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",945688,171604,2014,5
"8513",8513,"25-44","S","2014-05-22",136879068,121,0,117,40.637614187,"F","PL 2201601",-74.138943513,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",945688,171604,2014,5
"8514",8514,"25-44","S","2014-05-22",136882552,121,0,235,40.633907419,"M","PL 2211001",-74.13774324,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",946019,170253,2014,5
"8515",8515,"18-24","S","2014-05-22",136879079,120,0,235,40.622684422,"M","PL 2211001",-74.082922224,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961231,166145,2014,5
"8516",8516,"25-44","S","2014-05-22",136882540,121,2,235,40.63193864,"M","PL 2211001",-74.163470231,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",938877,169548,2014,5
